Cleanup.ID,Zone,State,Country,Latitude,Longitude,Cleanup.Date,Group.Name,Adults,Children,People,Kilograms,Kilometers,N.bags,Cigarette.Butts,Food.Wrappers.candy.chips.etc.,Take.Out.Away.Containers.Plastic.,Take.Out.Away.Containers.Foam.,Bottle.Caps.Plastic.,Bottle.Caps.Metal.,Lids.Plastic.,Straws.Stirrers,Forks.Knives.Spoons,Beverage.Bottles.Plastic.,Beverage.Bottles.Glass.,Beverage.Cans,Grocery.Bags.Plastic.,Other.Plastic.Bags,Paper.Bags,Cups.Plates.Paper.,Cups.Plates.Plastic.,Cups.Plates.Foam.,Fishing.Buoys.Pots.Traps,Fishing.Net.Pieces,Fishing.Line.1.yard.meter.1.piece.,Rope.1.yard.meter.1.piece.,Fishing.Gear.Clean.Swell.,X6.Pack.Holders,Other.Plastic.Foam.Packaging,Other.Plastic.Bottles.oil.bleach.etc.,Strapping.Bands,Tobacco.Packaging.Wrap,Other.Packaging.Clean.Swell.,Beverages.Sachets,Appliances.refrigerators.washers.etc.,Balloons,Cigar.Tips,Cigarette.Lighters,Construction.Materials,Fireworks,Tires,Toys,Other.Trash.Clean.Swell.,E.cigarettes,Other.tobacco.packaging.lighter.etc.,Condoms,Diapers,Syringes,Tampons.Tampon.Applicators,Personal.Hygiene.Clean.Swell.,Gloves.Masks.PPE.,Foam.Pieces,Glass.Pieces,Plastic.Pieces,Total.Items.Collected,NewPlasticTotal,TotalFishing,totaltakeout,TotalSmoke,PlasticBags,year,month,day,DATE,distanceM,StdEffort,stdzdTotalPlastic,stdzdfish,stdzdtakeout,stdzdsmoke,stdzdbags
2502,"San Diego County, CA, USA","California, USA",United States,32.94313,-117.15704,6/11/16,,1,0,1,0.09,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,6,0,1,5,0,2016,6,11,2016-06-11,0,0,Inf,NA,Inf,Inf,NA
2596,"San Diego County, CA, USA","California, USA",United States,33.04144,-117.29687,6/18/16,,2,0,2,3.14,0.78,0,5,16,0,0,1,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,25,76,34,7,20,5,2,2016,6,18,2016-06-18,780,1560,0.02179487179,0.004487179487,0.01282051282,0.003205128205,0.001282051282
2597,"San Diego County, CA, USA","California, USA",United States,32.5797,-117.13256,6/12/16,,1,0,1,0.03,1.38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2016,6,12,2016-06-12,1380,1380,0.0007246376812,0,0.0007246376812,0,0
2598,"San Diego County, CA, USA","California, USA",United States,33.04144,-117.29687,6/18/16,,2,0,2,3.14,0.78,0,5,16,0,0,1,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,25,76,34,7,20,5,2,2016,6,18,2016-06-18,780,1560,0.02179487179,0.004487179487,0.01282051282,0.003205128205,0.001282051282
2599,"San Diego County, CA, USA","California, USA",United States,32.5797,-117.13256,6/12/16,,1,0,1,0.03,1.38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2016,6,12,2016-06-12,1380,1380,0.0007246376812,0,0.0007246376812,0,0
2600,"San Diego County, CA, USA","California, USA",United States,33.04144,-117.29687,6/18/16,,2,0,2,3.14,0.78,0,5,16,0,0,1,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,25,76,34,7,20,5,2,2016,6,18,2016-06-18,780,1560,0.02179487179,0.004487179487,0.01282051282,0.003205128205,0.001282051282
2601,"San Diego County, CA, USA","California, USA",United States,33.04144,-117.29687,6/18/16,,2,0,2,3.14,0.78,0,5,16,0,0,1,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,25,76,34,7,20,5,2,2016,6,18,2016-06-18,780,1560,0.02179487179,0.004487179487,0.01282051282,0.003205128205,0.001282051282
2604,"San Diego County, CA, USA","California, USA",United States,33.04144,-117.29687,6/18/16,,2,0,2,3.14,0.78,0,5,16,0,0,1,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,25,76,34,7,20,5,2,2016,6,18,2016-06-18,780,1560,0.02179487179,0.004487179487,0.01282051282,0.003205128205,0.001282051282
2605,"San Diego County, CA, USA","California, USA",United States,33.04144,-117.29687,6/18/16,,2,0,2,3.14,0.78,0,5,16,0,0,1,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,25,76,34,7,20,5,2,2016,6,18,2016-06-18,780,1560,0.02179487179,0.004487179487,0.01282051282,0.003205128205,0.001282051282
2606,"San Diego County, CA, USA","California, USA",United States,32.5797,-117.13256,6/12/16,,1,0,1,0.03,1.38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2016,6,12,2016-06-12,1380,1380,0.0007246376812,0,0.0007246376812,0,0
