ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2017,"2017",0,"Total",119545,12678,"Census Tract 170.54, San Diego County, CA","14000US06073017054"
2017,"2017",0,"Total",117361,12153,"Census Tract 170.55, San Diego County, CA","14000US06073017055"
2017,"2017",0,"Total",101085,10361,"Census Tract 170.56, San Diego County, CA","14000US06073017056"
2017,"2017",0,"Total",106776,13246,"Census Tract 171.04, San Diego County, CA","14000US06073017104"
2017,"2017",0,"Total",108750,19824,"Census Tract 171.06, San Diego County, CA","14000US06073017106"
2017,"2017",0,"Total",169821,13458,"Census Tract 171.07, San Diego County, CA","14000US06073017107"
2017,"2017",0,"Total",128000,26568,"Census Tract 171.08, San Diego County, CA","14000US06073017108"
2017,"2017",0,"Total",135526,20741,"Census Tract 171.09, San Diego County, CA","14000US06073017109"
2017,"2017",0,"Total",129920,30916,"Census Tract 171.10, San Diego County, CA","14000US06073017110"
2017,"2017",0,"Total",122563,31854,"Census Tract 172, San Diego County, CA","14000US06073017200"
2017,"2017",0,"Total",155350,35935,"Census Tract 173.03, San Diego County, CA","14000US06073017303"
2017,"2017",0,"Total",90625,25161,"Census Tract 173.04, San Diego County, CA","14000US06073017304"
2017,"2017",0,"Total",106875,13957,"Census Tract 173.05, San Diego County, CA","14000US06073017305"
2017,"2017",0,"Total",114063,23411,"Census Tract 173.06, San Diego County, CA","14000US06073017306"
2017,"2017",0,"Total",114479,15059,"Census Tract 174.01, San Diego County, CA","14000US06073017401"
2017,"2017",0,"Total",108333,30396,"Census Tract 174.03, San Diego County, CA","14000US06073017403"
2017,"2017",0,"Total",88382,16882,"Census Tract 174.04, San Diego County, CA","14000US06073017404"
2017,"2017",0,"Total",104808,11008,"Census Tract 175.01, San Diego County, CA","14000US06073017501"
2017,"2017",0,"Total",89182,8781,"Census Tract 175.02, San Diego County, CA","14000US06073017502"
2017,"2017",0,"Total",110804,25182,"Census Tract 176.01, San Diego County, CA","14000US06073017601"
2017,"2017",0,"Total",108833,12260,"Census Tract 176.03, San Diego County, CA","14000US06073017603"
2017,"2017",0,"Total",66563,14158,"Census Tract 176.04, San Diego County, CA","14000US06073017604"
2017,"2017",0,"Total",79875,15878.000000000002,"Census Tract 177.01, San Diego County, CA","14000US06073017701"
2017,"2017",0,"Total",100921,32022,"Census Tract 177.02, San Diego County, CA","14000US06073017702"
2017,"2017",0,"Total",83657,1738,"Census Tract 178.01, San Diego County, CA","14000US06073017801"
2017,"2017",0,"Total",142431,16037,"Census Tract 178.08, San Diego County, CA","14000US06073017808"
2017,"2017",0,"Total",90882,19142,"Census Tract 178.09, San Diego County, CA","14000US06073017809"
2017,"2017",0,"Total",87212,20336,"Census Tract 178.10, San Diego County, CA","14000US06073017810"
2017,"2017",0,"Total",106466,11117,"Census Tract 178.11, San Diego County, CA","14000US06073017811"
2017,"2017",0,"Total",96694,25894,"Census Tract 178.13, San Diego County, CA","14000US06073017813"
2017,"2017",0,"Total",62321,10205,"Census Tract 179, San Diego County, CA","14000US06073017900"
2017,"2017",0,"Total",80648,14976.999999999998,"Census Tract 180, San Diego County, CA","14000US06073018000"
2017,"2017",0,"Total",69665,10890,"Census Tract 181, San Diego County, CA","14000US06073018100"
2017,"2017",0,"Total",43836,4102,"Census Tract 182, San Diego County, CA","14000US06073018200"
2017,"2017",0,"Total",62500,13165,"Census Tract 183, San Diego County, CA","14000US06073018300"
2017,"2017",0,"Total",45851,10174,"Census Tract 184, San Diego County, CA","14000US06073018400"
2017,"2017",0,"Total",67300,12034,"Census Tract 185.04, San Diego County, CA","14000US06073018504"
2017,"2017",0,"Total",68529,4452,"Census Tract 185.07, San Diego County, CA","14000US06073018507"
2017,"2017",0,"Total",41786,8413,"Census Tract 185.09, San Diego County, CA","14000US06073018509"
2017,"2017",0,"Total",69868,7926,"Census Tract 185.10, San Diego County, CA","14000US06073018510"
2017,"2017",0,"Total",49506,8973,"Census Tract 185.11, San Diego County, CA","14000US06073018511"
2017,"2017",0,"Total",43223,4283,"Census Tract 185.12, San Diego County, CA","14000US06073018512"
2017,"2017",0,"Total",70938,10446,"Census Tract 185.13, San Diego County, CA","14000US06073018513"
2017,"2017",0,"Total",78295,9655,"Census Tract 185.14, San Diego County, CA","14000US06073018514"
2017,"2017",0,"Total",79260,9020,"Census Tract 185.15, San Diego County, CA","14000US06073018515"
2017,"2017",0,"Total",69185,9556,"Census Tract 185.16, San Diego County, CA","14000US06073018516"
2017,"2017",0,"Total",55243,6733,"Census Tract 185.17, San Diego County, CA","14000US06073018517"
2017,"2017",0,"Total",60469,18718,"Census Tract 185.18, San Diego County, CA","14000US06073018518"
2017,"2017",0,"Total",56382,12982,"Census Tract 185.19, San Diego County, CA","14000US06073018519"
2017,"2017",0,"Total",88165,10292,"Census Tract 186.01, San Diego County, CA","14000US06073018601"
2017,"2017",0,"Total",35144,3617.0000000000005,"Census Tract 186.03, San Diego County, CA","14000US06073018603"
2017,"2017",0,"Total",80921,13106,"Census Tract 186.08, San Diego County, CA","14000US06073018608"
2017,"2017",0,"Total",64903,4888,"Census Tract 186.09, San Diego County, CA","14000US06073018609"
2017,"2017",0,"Total",58024,8488,"Census Tract 186.10, San Diego County, CA","14000US06073018610"
2017,"2017",0,"Total",91961,17899,"Census Tract 186.11, San Diego County, CA","14000US06073018611"
2017,"2017",0,"Total",77872,11761,"Census Tract 186.12, San Diego County, CA","14000US06073018612"
2017,"2017",0,"Total",57571,18144,"Census Tract 186.13, San Diego County, CA","14000US06073018613"
2017,"2017",0,"Total",47585,9486,"Census Tract 186.14, San Diego County, CA","14000US06073018614"
2017,"2017",0,"Total",41709,3430.0000000000005,"Census Tract 187, San Diego County, CA","14000US06073018700"
2017,"2017",0,"Total",76341,10474,"Census Tract 188.01, San Diego County, CA","14000US06073018801"
2017,"2017",0,"Total",90049,15821,"Census Tract 188.02, San Diego County, CA","14000US06073018802"
2017,"2017",0,"Total",70734,6694,"Census Tract 188.03, San Diego County, CA","14000US06073018803"
2017,"2017",0,"Total",49603,10574,"Census Tract 189.03, San Diego County, CA","14000US06073018903"
2017,"2017",0,"Total",44797,9473,"Census Tract 189.04, San Diego County, CA","14000US06073018904"
2017,"2017",0,"Total",46806,8773,"Census Tract 189.05, San Diego County, CA","14000US06073018905"
2017,"2017",0,"Total",56319,5705,"Census Tract 189.06, San Diego County, CA","14000US06073018906"
2017,"2017",0,"Total",86284,15721,"Census Tract 190.01, San Diego County, CA","14000US06073019001"
2017,"2017",0,"Total",77500,13239,"Census Tract 190.02, San Diego County, CA","14000US06073019002"
2017,"2017",0,"Total",68696,14540,"Census Tract 191.01, San Diego County, CA","14000US06073019101"
2017,"2017",0,"Total",94864,20779,"Census Tract 191.03, San Diego County, CA","14000US06073019103"
2017,"2017",0,"Total",91544,16831,"Census Tract 191.05, San Diego County, CA","14000US06073019105"
2017,"2017",0,"Total",82817,8899,"Census Tract 191.06, San Diego County, CA","14000US06073019106"
2017,"2017",0,"Total",59917,16401,"Census Tract 191.07, San Diego County, CA","14000US06073019107"
2017,"2017",0,"Total",61202,10437,"Census Tract 192.03, San Diego County, CA","14000US06073019203"
2017,"2017",0,"Total",48168,2469,"Census Tract 192.05, San Diego County, CA","14000US06073019205"
2017,"2017",0,"Total",67653,13143,"Census Tract 192.06, San Diego County, CA","14000US06073019206"
2017,"2017",0,"Total",56323,9139,"Census Tract 192.07, San Diego County, CA","14000US06073019207"
2017,"2017",0,"Total",82720,8212,"Census Tract 192.08, San Diego County, CA","14000US06073019208"
2017,"2017",0,"Total",100539,9057,"Census Tract 193.01, San Diego County, CA","14000US06073019301"
2017,"2017",0,"Total",53689,7340,"Census Tract 193.02, San Diego County, CA","14000US06073019302"
2017,"2017",0,"Total",62380,17753,"Census Tract 193.03, San Diego County, CA","14000US06073019303"
2017,"2017",0,"Total",73281,12335,"Census Tract 194.03, San Diego County, CA","14000US06073019403"
2017,"2017",0,"Total",65444,10482,"Census Tract 194.04, San Diego County, CA","14000US06073019404"
2017,"2017",0,"Total",66000,8244,"Census Tract 194.05, San Diego County, CA","14000US06073019405"
2017,"2017",0,"Total",63938,9995,"Census Tract 194.06, San Diego County, CA","14000US06073019406"
2017,"2017",0,"Total",42625,9257,"Census Tract 195.01, San Diego County, CA","14000US06073019501"
2017,"2017",0,"Total",42212,5319,"Census Tract 195.02, San Diego County, CA","14000US06073019502"
2017,"2017",0,"Total",54506,2804,"Census Tract 195.03, San Diego County, CA","14000US06073019503"
2017,"2017",0,"Total",62210,6051,"Census Tract 196.01, San Diego County, CA","14000US06073019601"
2017,"2017",0,"Total",72064,12121,"Census Tract 196.02, San Diego County, CA","14000US06073019602"
2017,"2017",0,"Total",52430,15472,"Census Tract 197.01, San Diego County, CA","14000US06073019701"
2017,"2017",0,"Total",82176,8684,"Census Tract 197.02, San Diego County, CA","14000US06073019702"
2017,"2017",0,"Total",87188,9188,"Census Tract 198.03, San Diego County, CA","14000US06073019803"
2017,"2017",0,"Total",103750,12127,"Census Tract 198.04, San Diego County, CA","14000US06073019804"
2017,"2017",0,"Total",42352,5333,"Census Tract 198.05, San Diego County, CA","14000US06073019805"
2017,"2017",0,"Total",102413,17892,"Census Tract 198.06, San Diego County, CA","14000US06073019806"
2017,"2017",0,"Total",65357,10382,"Census Tract 198.08, San Diego County, CA","14000US06073019808"
2017,"2017",0,"Total",82639,18882,"Census Tract 198.09, San Diego County, CA","14000US06073019809"
2017,"2017",0,"Total",70469,10504,"Census Tract 199.02, San Diego County, CA","14000US06073019902"
2017,"2017",0,"Total",79468,7203,"Census Tract 199.03, San Diego County, CA","14000US06073019903"
2017,"2017",0,"Total",73395,10726,"Census Tract 199.04, San Diego County, CA","14000US06073019904"
2017,"2017",0,"Total",60536,5500,"Census Tract 199.05, San Diego County, CA","14000US06073019905"
2017,"2017",0,"Total",118333,12994,"Census Tract 200.13, San Diego County, CA","14000US06073020013"
2017,"2017",0,"Total",106331,16716,"Census Tract 200.14, San Diego County, CA","14000US06073020014"
2017,"2017",0,"Total",91385,14769,"Census Tract 200.15, San Diego County, CA","14000US06073020015"
2017,"2017",0,"Total",143836,16008.999999999998,"Census Tract 200.16, San Diego County, CA","14000US06073020016"
2017,"2017",0,"Total",46850,10229,"Census Tract 200.17, San Diego County, CA","14000US06073020017"
2017,"2017",0,"Total",53266,5192,"Census Tract 200.18, San Diego County, CA","14000US06073020018"
2017,"2017",0,"Total",52917,12253,"Census Tract 200.19, San Diego County, CA","14000US06073020019"
2017,"2017",0,"Total",113574,16092,"Census Tract 200.20, San Diego County, CA","14000US06073020020"
2017,"2017",0,"Total",61776,12941,"Census Tract 200.21, San Diego County, CA","14000US06073020021"
2017,"2017",0,"Total",81706,19282,"Census Tract 200.22, San Diego County, CA","14000US06073020022"
2017,"2017",0,"Total",68929,12068,"Census Tract 200.23, San Diego County, CA","14000US06073020023"
2017,"2017",0,"Total",62083,5906,"Census Tract 200.24, San Diego County, CA","14000US06073020024"
2017,"2017",0,"Total",63553,11225,"Census Tract 200.25, San Diego County, CA","14000US06073020025"
2017,"2017",0,"Total",65570,6506,"Census Tract 200.26, San Diego County, CA","14000US06073020026"
2017,"2017",0,"Total",112813,12078,"Census Tract 200.27, San Diego County, CA","14000US06073020027"
2017,"2017",0,"Total",37132,8224,"Census Tract 200.28, San Diego County, CA","14000US06073020028"
2017,"2017",0,"Total",40000,4901,"Census Tract 200.29, San Diego County, CA","14000US06073020029"
2017,"2017",0,"Total",92230,12244,"Census Tract 201.03, San Diego County, CA","14000US06073020103"
2017,"2017",0,"Total",67909,11758,"Census Tract 201.05, San Diego County, CA","14000US06073020105"
2017,"2017",0,"Total",74256,31508.000000000004,"Census Tract 201.06, San Diego County, CA","14000US06073020106"
2017,"2017",0,"Total",80000,20035,"Census Tract 201.07, San Diego County, CA","14000US06073020107"
2017,"2017",0,"Total",51580,5391,"Census Tract 201.08, San Diego County, CA","14000US06073020108"
2017,"2017",0,"Total",85278,9794,"Census Tract 201.09, San Diego County, CA","14000US06073020109"
2017,"2017",0,"Total",35901,4932,"Census Tract 202.02, San Diego County, CA","14000US06073020202"
2017,"2017",0,"Total",44135,3504.9999999999995,"Census Tract 202.06, San Diego County, CA","14000US06073020206"
2017,"2017",0,"Total",38882,4511,"Census Tract 202.07, San Diego County, CA","14000US06073020207"
2017,"2017",0,"Total",68553,14687.999999999998,"Census Tract 202.08, San Diego County, CA","14000US06073020208"
2017,"2017",0,"Total",41836,5322,"Census Tract 202.09, San Diego County, CA","14000US06073020209"
2017,"2017",0,"Total",50802,4186,"Census Tract 202.10, San Diego County, CA","14000US06073020210"
2017,"2017",0,"Total",42007,11089,"Census Tract 202.11, San Diego County, CA","14000US06073020211"
2017,"2017",0,"Total",34259,1939,"Census Tract 202.13, San Diego County, CA","14000US06073020213"
2017,"2017",0,"Total",31735,4655,"Census Tract 202.14, San Diego County, CA","14000US06073020214"
2017,"2017",0,"Total",84919,14450,"Census Tract 203.04, San Diego County, CA","14000US06073020304"
2017,"2017",0,"Total",78095,18987,"Census Tract 203.05, San Diego County, CA","14000US06073020305"
2017,"2017",0,"Total",61302,6752,"Census Tract 203.06, San Diego County, CA","14000US06073020306"
2017,"2017",0,"Total",63618,12219,"Census Tract 203.07, San Diego County, CA","14000US06073020307"
2017,"2017",0,"Total",30292,3696.9999999999995,"Census Tract 203.08, San Diego County, CA","14000US06073020308"
2017,"2017",0,"Total",74167,6308,"Census Tract 203.09, San Diego County, CA","14000US06073020309"
2017,"2017",0,"Total",115972,20299,"Census Tract 204.01, San Diego County, CA","14000US06073020401"
2017,"2017",0,"Total",83750,12903,"Census Tract 204.03, San Diego County, CA","14000US06073020403"
2017,"2017",0,"Total",79696,11217,"Census Tract 204.04, San Diego County, CA","14000US06073020404"
2017,"2017",0,"Total",123229,16458,"Census Tract 204.05, San Diego County, CA","14000US06073020405"
2017,"2017",0,"Total",48059,9397,"Census Tract 205, San Diego County, CA","14000US06073020500"
2017,"2017",0,"Total",54504,5047,"Census Tract 206.01, San Diego County, CA","14000US06073020601"
2017,"2017",0,"Total",55875,11281,"Census Tract 206.02, San Diego County, CA","14000US06073020602"
2017,"2017",0,"Total",77259,34657,"Census Tract 207.05, San Diego County, CA","14000US06073020705"
2017,"2017",0,"Total",114497,26864,"Census Tract 207.06, San Diego County, CA","14000US06073020706"
2017,"2017",0,"Total",51842,16780,"Census Tract 207.07, San Diego County, CA","14000US06073020707"
2017,"2017",0,"Total",91563,8280,"Census Tract 207.08, San Diego County, CA","14000US06073020708"
2017,"2017",0,"Total",95132,13397,"Census Tract 207.09, San Diego County, CA","14000US06073020709"
2017,"2017",0,"Total",121250,15230.999999999998,"Census Tract 207.10, San Diego County, CA","14000US06073020710"
2017,"2017",0,"Total",101094,20619,"Census Tract 208.01, San Diego County, CA","14000US06073020801"
2017,"2017",0,"Total",63820,3443,"Census Tract 208.05, San Diego County, CA","14000US06073020805"
2017,"2017",0,"Total",56014,5863,"Census Tract 208.06, San Diego County, CA","14000US06073020806"
2017,"2017",0,"Total",91042,17930,"Census Tract 208.07, San Diego County, CA","14000US06073020807"
2017,"2017",0,"Total",75625,14315,"Census Tract 208.09, San Diego County, CA","14000US06073020809"
2017,"2017",0,"Total",106319,15332,"Census Tract 208.10, San Diego County, CA","14000US06073020810"
2017,"2017",0,"Total",104800,10455,"Census Tract 208.11, San Diego County, CA","14000US06073020811"
2017,"2017",0,"Total",95278,20772,"Census Tract 209.02, San Diego County, CA","14000US06073020902"
2017,"2017",0,"Total",38796,7246,"Census Tract 209.03, San Diego County, CA","14000US06073020903"
2017,"2017",0,"Total",54866,6032,"Census Tract 209.04, San Diego County, CA","14000US06073020904"
2017,"2017",0,"Total",39760,12097,"Census Tract 210, San Diego County, CA","14000US06073021000"
2017,"2017",0,"Total",42893,9443,"Census Tract 211, San Diego County, CA","14000US06073021100"
2017,"2017",0,"Total",84000,15985,"Census Tract 212.02, San Diego County, CA","14000US06073021202"
2017,"2017",0,"Total",113715,8661,"Census Tract 212.04, San Diego County, CA","14000US06073021204"
2017,"2017",0,"Total",62169,21614,"Census Tract 212.05, San Diego County, CA","14000US06073021205"
2017,"2017",0,"Total",104375,10494,"Census Tract 212.06, San Diego County, CA","14000US06073021206"
2017,"2017",0,"Total",73587,14830,"Census Tract 213.02, San Diego County, CA","14000US06073021302"
2017,"2017",0,"Total",148261,19796,"Census Tract 213.03, San Diego County, CA","14000US06073021303"
2017,"2017",0,"Total",116786,18073,"Census Tract 213.04, San Diego County, CA","14000US06073021304"
2017,"2017",0,"Total",69432,16442,"Census Tract 214, San Diego County, CA","14000US06073021400"
2017,"2017",0,"Total",191642,17589,"Census Tract 215, San Diego County, CA","14000US06073021500"
2017,"2017",0,"Total",74571,12800,"Census Tract 216, San Diego County, CA","14000US06073021600"
2017,"2017",0,"Total",121563,21119,"Census Tract 218, San Diego County, CA","14000US06073021800"
2017,"2017",0,"Total",40144,10611,"Census Tract 219, San Diego County, CA","14000US06073021900"
2017,"2017",0,"Total",44316,5942,"Census Tract 220, San Diego County, CA","14000US06073022000"
2017,"2017",0,"Total",105151,9634,"Census Tract 221, San Diego County, CA","14000US06073022100"
2016,"2016",0,"Total",127353,29288,"Census Tract 1, San Diego County, CA","14000US06073000100"
2016,"2016",0,"Total",98669,16889,"Census Tract 2.01, San Diego County, CA","14000US06073000201"
2016,"2016",0,"Total",61381,17767,"Census Tract 2.02, San Diego County, CA","14000US06073000202"
2016,"2016",0,"Total",63667,13410,"Census Tract 3, San Diego County, CA","14000US06073000300"
2016,"2016",0,"Total",67794,13255,"Census Tract 4, San Diego County, CA","14000US06073000400"
2016,"2016",0,"Total",60152,8283,"Census Tract 5, San Diego County, CA","14000US06073000500"
2016,"2016",0,"Total",56566,5268,"Census Tract 6, San Diego County, CA","14000US06073000600"
2016,"2016",0,"Total",73945,8275,"Census Tract 7, San Diego County, CA","14000US06073000700"
2016,"2016",0,"Total",60635,13333,"Census Tract 8, San Diego County, CA","14000US06073000800"
2016,"2016",0,"Total",50996,5248,"Census Tract 9, San Diego County, CA","14000US06073000900"
2016,"2016",0,"Total",66329,5311,"Census Tract 10, San Diego County, CA","14000US06073001000"
2016,"2016",0,"Total",58397,9443,"Census Tract 11, San Diego County, CA","14000US06073001100"
2016,"2016",0,"Total",45266,6424,"Census Tract 12, San Diego County, CA","14000US06073001200"
2016,"2016",0,"Total",47346,6650,"Census Tract 13, San Diego County, CA","14000US06073001300"
2016,"2016",0,"Total",74450,13405,"Census Tract 14, San Diego County, CA","14000US06073001400"
2016,"2016",0,"Total",60693,4155,"Census Tract 15, San Diego County, CA","14000US06073001500"
2016,"2016",0,"Total",32829,8574,"Census Tract 16, San Diego County, CA","14000US06073001600"
2016,"2016",0,"Total",41534,7423,"Census Tract 17, San Diego County, CA","14000US06073001700"
2016,"2016",0,"Total",44702,7955,"Census Tract 18, San Diego County, CA","14000US06073001800"
2016,"2016",0,"Total",90227,10273,"Census Tract 19, San Diego County, CA","14000US06073001900"
2016,"2016",0,"Total",126016,22054,"Census Tract 20.01, San Diego County, CA","14000US06073002001"
2016,"2016",0,"Total",89643,30327,"Census Tract 20.02, San Diego County, CA","14000US06073002002"
2016,"2016",0,"Total",51421,5179,"Census Tract 21, San Diego County, CA","14000US06073002100"
2016,"2016",0,"Total",32074,9154,"Census Tract 22.01, San Diego County, CA","14000US06073002201"
2016,"2016",0,"Total",22083,5405,"Census Tract 22.02, San Diego County, CA","14000US06073002202"
2016,"2016",0,"Total",28962,3736,"Census Tract 23.01, San Diego County, CA","14000US06073002301"
2016,"2016",0,"Total",24558,5192,"Census Tract 23.02, San Diego County, CA","14000US06073002302"
2016,"2016",0,"Total",42549,4066,"Census Tract 24.01, San Diego County, CA","14000US06073002401"
2016,"2016",0,"Total",30042,3313,"Census Tract 24.02, San Diego County, CA","14000US06073002402"
2016,"2016",0,"Total",39024,4826,"Census Tract 25.01, San Diego County, CA","14000US06073002501"
2016,"2016",0,"Total",55787,3370,"Census Tract 25.02, San Diego County, CA","14000US06073002502"
2016,"2016",0,"Total",28810,3732.9999999999995,"Census Tract 26.01, San Diego County, CA","14000US06073002601"
2016,"2016",0,"Total",45887,5570,"Census Tract 26.02, San Diego County, CA","14000US06073002602"
2016,"2016",0,"Total",57292,5634,"Census Tract 27.02, San Diego County, CA","14000US06073002702"
2016,"2016",0,"Total",51268,4137,"Census Tract 27.03, San Diego County, CA","14000US06073002703"
2016,"2016",0,"Total",50972,16379,"Census Tract 27.05, San Diego County, CA","14000US06073002705"
2016,"2016",0,"Total",31046,4140,"Census Tract 27.07, San Diego County, CA","14000US06073002707"
2016,"2016",0,"Total",26758,2840,"Census Tract 27.08, San Diego County, CA","14000US06073002708"
2016,"2016",0,"Total",27721,10544,"Census Tract 27.09, San Diego County, CA","14000US06073002709"
2016,"2016",0,"Total",40889,3344,"Census Tract 27.10, San Diego County, CA","14000US06073002710"
2016,"2016",0,"Total",56645,3433,"Census Tract 27.11, San Diego County, CA","14000US06073002711"
2016,"2016",0,"Total",40243,7918,"Census Tract 27.12, San Diego County, CA","14000US06073002712"
2016,"2016",0,"Total",44167,19151,"Census Tract 28.01, San Diego County, CA","14000US06073002801"
2016,"2016",0,"Total",47763,9465,"Census Tract 28.03, San Diego County, CA","14000US06073002803"
2016,"2016",0,"Total",73071,12922,"Census Tract 28.04, San Diego County, CA","14000US06073002804"
2016,"2016",0,"Total",59918,7206,"Census Tract 29.02, San Diego County, CA","14000US06073002902"
2016,"2016",0,"Total",72935,19023,"Census Tract 29.03, San Diego County, CA","14000US06073002903"
2016,"2016",0,"Total",34452,6260,"Census Tract 29.04, San Diego County, CA","14000US06073002904"
2016,"2016",0,"Total",45125,11133,"Census Tract 29.05, San Diego County, CA","14000US06073002905"
2016,"2016",0,"Total",57500,13642,"Census Tract 30.01, San Diego County, CA","14000US06073003001"
2016,"2016",0,"Total",60656,6572,"Census Tract 30.03, San Diego County, CA","14000US06073003003"
2016,"2016",0,"Total",41526,5073,"Census Tract 30.04, San Diego County, CA","14000US06073003004"
2016,"2016",0,"Total",56031,11456,"Census Tract 31.01, San Diego County, CA","14000US06073003101"
2016,"2016",0,"Total",55475,6618,"Census Tract 31.03, San Diego County, CA","14000US06073003103"
2016,"2016",0,"Total",64528,11179,"Census Tract 31.05, San Diego County, CA","14000US06073003105"
2016,"2016",0,"Total",63398,12493,"Census Tract 31.07, San Diego County, CA","14000US06073003107"
2016,"2016",0,"Total",56131,9101,"Census Tract 31.08, San Diego County, CA","14000US06073003108"
2016,"2016",0,"Total",84750,10367,"Census Tract 31.09, San Diego County, CA","14000US06073003109"
2016,"2016",0,"Total",40658,6353,"Census Tract 31.11, San Diego County, CA","14000US06073003111"
2016,"2016",0,"Total",57292,12718,"Census Tract 31.12, San Diego County, CA","14000US06073003112"
2016,"2016",0,"Total",83245,9191,"Census Tract 31.13, San Diego County, CA","14000US06073003113"
2016,"2016",0,"Total",100000,9320,"Census Tract 31.14, San Diego County, CA","14000US06073003114"
2016,"2016",0,"Total",48869,7233,"Census Tract 31.15, San Diego County, CA","14000US06073003115"
2016,"2016",0,"Total",50872,4433,"Census Tract 32.01, San Diego County, CA","14000US06073003201"
2016,"2016",0,"Total",48750,14207,"Census Tract 32.02, San Diego County, CA","14000US06073003202"
2016,"2016",0,"Total",91467,11773,"Census Tract 32.04, San Diego County, CA","14000US06073003204"
2016,"2016",0,"Total",63388,11049,"Census Tract 32.07, San Diego County, CA","14000US06073003207"
2016,"2016",0,"Total",45846,9031,"Census Tract 32.08, San Diego County, CA","14000US06073003208"
2016,"2016",0,"Total",52235,4641,"Census Tract 32.09, San Diego County, CA","14000US06073003209"
2016,"2016",0,"Total",67845,9271,"Census Tract 32.11, San Diego County, CA","14000US06073003211"
2016,"2016",0,"Total",78777,7661,"Census Tract 32.12, San Diego County, CA","14000US06073003212"
2016,"2016",0,"Total",84050,9551,"Census Tract 32.13, San Diego County, CA","14000US06073003213"
2016,"2016",0,"Total",66426,9903,"Census Tract 32.14, San Diego County, CA","14000US06073003214"
2016,"2016",0,"Total",33077,12293,"Census Tract 33.01, San Diego County, CA","14000US06073003301"
2016,"2016",0,"Total",32582,9466,"Census Tract 33.03, San Diego County, CA","14000US06073003303"
2016,"2016",0,"Total",32400,6562,"Census Tract 33.04, San Diego County, CA","14000US06073003304"
2016,"2016",0,"Total",22891,2863,"Census Tract 33.05, San Diego County, CA","14000US06073003305"
2016,"2016",0,"Total",60094,13783,"Census Tract 34.01, San Diego County, CA","14000US06073003401"
2016,"2016",0,"Total",37772,6357,"Census Tract 34.03, San Diego County, CA","14000US06073003403"
2016,"2016",0,"Total",35673,7949.000000000001,"Census Tract 34.04, San Diego County, CA","14000US06073003404"
2016,"2016",0,"Total",35550,6559,"Census Tract 35.01, San Diego County, CA","14000US06073003501"
2016,"2016",0,"Total",28164,6415,"Census Tract 35.02, San Diego County, CA","14000US06073003502"
2016,"2016",0,"Total",35958,6186,"Census Tract 36.01, San Diego County, CA","14000US06073003601"
2016,"2016",0,"Total",48125,11577,"Census Tract 36.02, San Diego County, CA","14000US06073003602"
2016,"2016",0,"Total",35522,5492,"Census Tract 36.03, San Diego County, CA","14000US06073003603"
2016,"2016",0,"Total",26739,6852.999999999999,"Census Tract 39.01, San Diego County, CA","14000US06073003901"
2016,"2016",0,"Total",31398,5171,"Census Tract 39.02, San Diego County, CA","14000US06073003902"
2016,"2016",0,"Total",35820,5490,"Census Tract 40, San Diego County, CA","14000US06073004000"
2016,"2016",0,"Total",42045,7622,"Census Tract 41, San Diego County, CA","14000US06073004100"
2016,"2016",0,"Total",92465,19678,"Census Tract 42, San Diego County, CA","14000US06073004200"
2016,"2016",0,"Total",65338,9632,"Census Tract 43, San Diego County, CA","14000US06073004300"
2016,"2016",0,"Total",70897,8794,"Census Tract 44, San Diego County, CA","14000US06073004400"
2016,"2016",0,"Total",50938,13669,"Census Tract 45.01, San Diego County, CA","14000US06073004501"
2016,"2016",0,"Total",48056,12465,"Census Tract 46, San Diego County, CA","14000US06073004600"
2016,"2016",0,"Total",25404,5635,"Census Tract 47, San Diego County, CA","14000US06073004700"
2016,"2016",0,"Total",33010,6141,"Census Tract 48, San Diego County, CA","14000US06073004800"
2016,"2016",0,"Total",31903,4428,"Census Tract 49, San Diego County, CA","14000US06073004900"
2016,"2016",0,"Total",22444,7224.000000000001,"Census Tract 50, San Diego County, CA","14000US06073005000"
2016,"2016",0,"Total",35815,11403,"Census Tract 51, San Diego County, CA","14000US06073005100"
2016,"2016",0,"Total",35208,12069,"Census Tract 52, San Diego County, CA","14000US06073005200"
2016,"2016",0,"Total",50995,12402,"Census Tract 53, San Diego County, CA","14000US06073005300"
2016,"2016",0,"Total",86870,19684,"Census Tract 54, San Diego County, CA","14000US06073005400"
2016,"2016",0,"Total",65852,16691,"Census Tract 56, San Diego County, CA","14000US06073005600"
2016,"2016",0,"Total",32188,11177,"Census Tract 57, San Diego County, CA","14000US06073005700"
2016,"2016",0,"Total",95448,8687,"Census Tract 58, San Diego County, CA","14000US06073005800"
2016,"2016",0,"Total",60120,14732.999999999998,"Census Tract 59, San Diego County, CA","14000US06073005900"
2016,"2016",0,"Total",75547,21026,"Census Tract 60, San Diego County, CA","14000US06073006000"
2016,"2016",0,"Total",86382,17897,"Census Tract 61, San Diego County, CA","14000US06073006100"
2016,"2016",0,"Total",41563,10008,"Census Tract 65, San Diego County, CA","14000US06073006500"
2016,"2016",0,"Total",51304,7960,"Census Tract 66, San Diego County, CA","14000US06073006600"
2016,"2016",0,"Total",57517,13210,"Census Tract 68.01, San Diego County, CA","14000US06073006801"
2016,"2016",0,"Total",64159,5313,"Census Tract 68.02, San Diego County, CA","14000US06073006802"
