Latitude,Longitude,year,T.Plastic,T.Takeout,T.Smoke,T.Fishing,T.bags,T.Dist.M,T.Adults,T.People,T.Kg,N.cleanupAttempts,T.StdEffort,stdzdTotalPlastic,stdzdtakeout,stdzdsmoke,stdzdBags,stdzdFish
32.7497,-116.9338,2020,68,39,18,0,2,1131,1,1,1.01,1,1132,0.06007067138,0.03445229682,0.01590106007,0.001766784452,0
32.7497,-116.9337,2020,47,29,15,0,1,371,1,1,0.7,1,372,0.126344086,0.07795698925,0.04032258065,0.002688172043,0
32.7498,-117.1769,2018,76,76,0,0,5,1211,25,26,45.36,1,31512,0.00241177964,0.00241177964,0,0.0001586697131,0
32.7498,-116.9345,2020,16,6,9,0,0,721,1,1,0.12,1,722,0.02216066482,0.008310249307,0.01246537396,0,0
32.7498,-116.9343,2020,73,36,30,0,1,1001,1,1,9.99,1,1002,0.07285429142,0.03592814371,0.02994011976,0.000998003992,0
32.7499,-117.2412,2020,0,0,0,0,0,1,1,1,13.61,1,2,0,0,0,0,0
32.7499,-117.2331,2020,59,21,27,0,12,431,1,1,1.36,1,432,0.1365740741,0.04861111111,0.0625,0.02777777778,0
32.7499,-117.1774,2018,0,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0
32.7499,-117.1603,2019,94,41,2,1,2,1,1,1,9.21,1,2,47,20.5,1,1,0.5
32.7499,-116.9346,2020,29,7,19,1,0,501,1,1,0.57,1,502,0.0577689243,0.01394422311,0.03784860558,0,0.001992031873
32.75,-117.2412,2020,0,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0
32.75,-117.1775,2020,61,45,13,0,6,4831,3,3,1.59,1,14496,0.004208057395,0.003104304636,0.000896799117,0.0004139072848,0
32.7501,-117.2468,2018,57,42,7,2,4,22,2,2,6.81,2,46,1.239130435,0.9130434783,0.152173913,0.08695652174,0.04347826087
32.7501,-116.935,2020,20,3,16,0,0,681,1,1,0.39,1,682,0.0293255132,0.004398826979,0.02346041056,0,0
32.7501,-116.9348,2020,15,13,2,0,4,641,1,1,0.27,1,642,0.02336448598,0.02024922118,0.003115264798,0.006230529595,0
32.7501,-116.9347,2020,120,61,44,1,5,1461,2,2,1.92,1,2924,0.04103967168,0.02086183311,0.01504787962,0.00170998632,0.000341997264
32.7501,-116.9331,2020,9,4,5,0,0,121,1,1,0.4,1,122,0.0737704918,0.03278688525,0.04098360656,0,0
32.7502,-117.2585,2020,188,42,127,3,3,2411,1,1,2.27,1,2412,0.07794361526,0.01741293532,0.05265339967,0.001243781095,0.001243781095
32.7502,-117.2469,2018,1150,502,617,2,20,131,2,2,145.15,1,264,4.356060606,1.901515152,2.337121212,0.07575757576,0.007575757576
32.7503,-117.247,2018,132,22,103,1,2,31,1,1,4.54,1,32,4.125,0.6875,3.21875,0.0625,0.03125
32.7504,-116.9348,2020,11,7,3,0,1,591,1,1,0.53,1,592,0.01858108108,0.01182432432,0.005067567568,0.001689189189,0
32.7504,-116.9343,2020,6,0,5,0,0,81,1,1,0.07,1,82,0.07317073171,0,0.06097560976,0,0
32.7505,-116.9343,2020,11,1,8,0,0,81,1,1,0.05,1,82,0.1341463415,0.01219512195,0.09756097561,0,0
32.7506,-117.2585,2019,266,67,92,107,8,771,3,3,31.62,1,2316,0.1148531952,0.02892918826,0.03972366149,0.003454231434,0.04620034542
32.7506,-116.935,2020,7,6,1,0,1,501,1,1,0.38,1,502,0.01394422311,0.01195219124,0.001992031873,0.001992031873,0
32.7506,-116.9247,2020,0,0,0,0,0,3221,25,45,11.34,1,144990,0,0,0,0,0
32.7509,-116.9349,2020,27,9,11,0,2,561,1,1,0.28,1,562,0.04804270463,0.01601423488,0.01957295374,0.003558718861,0
32.7512,-117.1389,2020,51,10,40,0,0,4831,3,3,2.27,1,14496,0.003518211921,0.0006898454746,0.002759381898,0,0
32.7516,-117.0634,2020,1084,598,432,0,29,3221,9,9,55.34,1,28998,0.03738188841,0.02062211187,0.01489757914,0.00100006897,0
32.7516,-116.9351,2020,32,16,10,0,3,491,1,1,0.22,1,492,0.06504065041,0.0325203252,0.02032520325,0.006097560976,0
32.7517,-117.2528,2018,0,0,0,0,0,161,6803,6803,49242.8,1,1102086,0,0,0,0,0
32.7519,-117.2277,2018,40,25,6,0,2,981,1,1,3.16,1,982,0.04073319756,0.02545824847,0.006109979633,0.002036659878,0
32.7519,-116.9352,2020,21,14,6,0,0,411,1,1,0.42,1,412,0.05097087379,0.03398058252,0.0145631068,0,0
32.7519,-116.9347,2020,20,5,11,0,0,331,1,1,0.08,1,332,0.06024096386,0.01506024096,0.03313253012,0,0
32.7521,-117.2514,2020,32,18,13,0,0,2011,2,2,3.63,1,4024,0.007952286282,0.004473161034,0.003230616302,0,0
32.7521,-117.228,2016,828,370,449,0,22,4831,43,53,5.9,1,256096,0.003233162564,0.001444770711,0.001753248782,8.59E-05,0
32.7523,-117.2287,2016,107,75,25,2,4,1,2,2,2.35,1,4,26.75,18.75,6.25,1,0.5
32.7523,-117.1377,2020,465,245,210,0,5,721,4,4,11.34,1,2888,0.1610110803,0.08483379501,0.07271468144,0.001731301939,0
32.7524,-117.252,2016,175,69,95,0,3,2851,11,11,5.05,1,31372,0.005578222619,0.00219941349,0.003028177993,9.56E-05,0
32.7524,-116.9347,2020,4,2,2,0,0,331,1,1,0.14,1,332,0.01204819277,0.006024096386,0.006024096386,0,0
32.7525,-117.2519,2020,286,111,161,0,20,401,1,1,8.52,1,402,0.7114427861,0.276119403,0.4004975124,0.04975124378,0
32.7525,-117.2288,2016,52,17,31,0,1,411,1,1,1.56,1,412,0.1262135922,0.04126213592,0.07524271845,0.002427184466,0
32.7525,-116.9347,2020,6,2,3,0,0,331,1,1,0.43,1,332,0.01807228916,0.006024096386,0.009036144578,0,0
32.7526,-117.2293,2017,371,102,266,0,5,1611,25,25,226.8,1,40300,0.009205955335,0.00253101737,0.006600496278,0.0001240694789,0
32.7526,-117.1391,2020,515,173,316,0,5,1971,2,2,8.23,1,3944,0.1305780933,0.04386409736,0.08012170385,0.001267748479,0
32.7526,-116.9347,2020,19,4,13,0,0,351,1,1,0.17,1,352,0.05397727273,0.01136363636,0.03693181818,0,0
32.7527,-117.0296,2018,162,101,60,0,57,31,1,1,6.07,1,32,5.0625,3.15625,1.875,1.78125,0
32.7527,-116.9347,2020,12,2,5,0,0,311,1,1,0.31,1,312,0.03846153846,0.00641025641,0.01602564103,0,0
32.7529,-117.2515,2019,24,5,16,0,0,1251,1,1,1.36,1,1252,0.01916932907,0.003993610224,0.01277955272,0,0
32.753,-117.2512,2016,21,6,15,0,1,2351,2,2,0.29,1,4704,0.004464285714,0.001275510204,0.00318877551,0.000212585034,0
32.7532,-117.251,2017,0,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0
32.7533,-117.1274,2017,278,48,230,0,0,42,2,2,18.68,2,86,3.23255814,0.5581395349,2.674418605,0,0
32.7534,-117.2521,2016,34,17,15,0,3,2041,1,1,0.24,1,2042,0.0166503428,0.008325171401,0.007345739471,0.001469147894,0
32.7534,-117.2519,2019,37,7,19,9,1,1521,2,2,1.36,1,3044,0.01215505913,0.002299605782,0.006241787122,0.0003285151117,0.002956636005
32.7536,-117.2527,2018,20,11,8,0,0,351,1,1,0.97,1,352,0.05681818182,0.03125,0.02272727273,0,0
32.7536,-117.2517,2018,22,5,13,2,0,5461,2,2,1.97,1,10924,0.002013914317,0.0004577077993,0.001190040278,0,0.0001830831197
32.7536,-117.2505,2019,84,30,42,6,0,1326,24,24,10.14,6,31848,0.002637528259,0.0009419743783,0.00131876413,0,0.0001883948757
32.7537,-117.2516,2016,48,20,25,0,0,6021,1,1,1.43,1,6022,0.007970773829,0.003321155762,0.004151444703,0,0
32.7537,-117.2514,2019,185,118,61,0,11,191,4,4,7.49,1,768,0.2408854167,0.1536458333,0.07942708333,0.01432291667,0
32.7537,-117.2274,2020,214,99,113,0,4,1131,2,2,0.68,1,2264,0.0945229682,0.04372791519,0.04991166078,0.001766784452,0
32.7538,-117.2521,2016,1020,483,503,15,25,8051,100,104,28.58,1,837408,0.001218044251,0.0005767797776,0.0006006629982,2.99E-05,1.79E-05
32.7538,-117.2518,2018,0,0,0,0,0,801,6,6,0,1,4812,0,0,0,0,0
32.7538,-117.251,2019,226,83,132,0,8,381,4,4,9.83,1,1528,0.1479057592,0.05431937173,0.08638743455,0.005235602094,0
32.7538,-117.1832,2020,98,88,8,0,0,971,2,2,4.54,1,1944,0.05041152263,0.04526748971,0.004115226337,0,0
32.754,-117.2516,2019,3,1,2,0,0,391,2,2,0.49,1,784,0.003826530612,0.001275510204,0.002551020408,0,0
32.754,-117.2511,2018,47,14,26,0,0,1521,4,4,2.64,1,6088,0.007720105125,0.002299605782,0.004270696452,0,0
32.754,-117.2511,2019,492,80,385,0,1,1641,4,4,9.44,1,6568,0.07490864799,0.01218026797,0.05861753959,0.0001522533496,0
32.754,-117.251,2019,152,39,71,0,6,261,5,5,8.06,1,1310,0.1160305344,0.02977099237,0.05419847328,0.004580152672,0
32.754,-117.2503,2020,160,85,71,0,28,1611,3,3,4.54,1,4836,0.03308519438,0.01757650951,0.014681555,0.005789909016,0
32.7541,-117.2521,2019,13,6,6,0,0,91,1,1,0.15,1,92,0.1413043478,0.0652173913,0.0652173913,0,0
32.7541,-117.252,2019,53,12,32,2,2,1631,3,3,4.11,1,4896,0.0108251634,0.002450980392,0.006535947712,0.000408496732,0.000408496732
32.7541,-117.2516,2018,0,0,0,0,0,2,2,2,0,2,6,0,0,0,0,0
32.7541,-117.2511,2019,132,50,70,0,5,781,4,4,9.41,1,3128,0.04219948849,0.01598465473,0.02237851662,0.001598465473,0
32.7541,-117.251,2016,55,15,31,1,0,6951,1,1,1.25,1,6952,0.007911392405,0.002157652474,0.004459148446,0,0.0001438434983
32.7541,-117.2509,2016,56,20,32,0,1,1501,1,1,5.56,1,1502,0.03728362184,0.01331557923,0.02130492676,0.0006657789614,0
32.7541,-117.2509,2019,181,42,132,0,3,571,4,4,5.46,1,2288,0.07910839161,0.01835664336,0.05769230769,0.001311188811,0
32.7541,-117.2508,2019,316,155,99,0,20,1352,8,8,24.43,2,10824,0.02919438285,0.01432002956,0.009146341463,0.00184774575,0
32.7541,-117.2507,2019,232,94,130,0,10,631,4,4,6.67,1,2528,0.0917721519,0.0371835443,0.05142405063,0.003955696203,0
32.7542,-117.2522,2019,6,4,1,0,1,11,1,1,0.4,1,12,0.5,0.3333333333,0.08333333333,0.08333333333,0
32.7542,-117.2521,2016,22,12,7,1,2,621,7,7,0.73,1,4354,0.005052824989,0.002756086357,0.001607717042,0.0004593477262,0.0002296738631
32.7542,-117.2518,2019,33,23,10,0,1,11,2,2,0.91,1,24,1.375,0.9583333333,0.4166666667,0.04166666667,0
32.7542,-117.2516,2018,22,6,9,0,0,1591,2,2,0.49,1,3184,0.006909547739,0.001884422111,0.002826633166,0,0
32.7542,-117.251,2019,137,66,55,0,7,1091,4,4,5.37,1,4368,0.03136446886,0.01510989011,0.01259157509,0.001602564103,0
32.7542,-117.2507,2019,288,28,243,0,8,1701,4,4,8.26,1,6808,0.04230317274,0.004112808461,0.035693302,0.001175088132,0
32.7542,-117.2506,2019,146,79,61,2,8,1071,4,4,7.42,1,4288,0.03404850746,0.01842350746,0.01422574627,0.001865671642,0.0004664179104
32.7542,-117.2505,2019,223,79,135,1,27,1271,1,1,6.96,1,1272,0.1753144654,0.06210691824,0.1061320755,0.02122641509,0.000786163522
32.7542,-117.2504,2019,140,65,64,0,7,831,4,4,7.67,1,3328,0.04206730769,0.01953125,0.01923076923,0.002103365385,0
32.7542,-117.2502,2019,253,84,134,0,5,1341,4,4,10.09,1,5368,0.04713114754,0.01564828614,0.02496274218,0.0009314456036,0
32.7543,-117.2517,2017,232,82,114,2,3,3612,3,3,8.3,2,10839,0.02140418858,0.007565273549,0.01051757542,0.0002767783006,0.0001845188671
32.7543,-117.2516,2016,79,60,18,1,5,6311,5,5,2.9,1,31560,0.002503168568,0.001901140684,0.0005703422053,0.0001584283904,3.17E-05
32.7543,-117.2516,2017,132,28,102,1,0,1,1,1,2.75,1,2,66,14,51,0,0.5
32.7543,-117.2516,2018,25,5,16,0,1,1321,2,2,1.51,1,2644,0.009455370651,0.00189107413,0.006051437216,0.000378214826,0
32.7543,-117.2515,2017,36,16,16,0,4,8484,16,16,1.16,4,135760,0.0002651738362,0.0001178550383,0.0001178550383,2.95E-05,0
32.7543,-117.2506,2019,240,88,119,1,8,2042,8,8,7.94,2,16344,0.01468428781,0.005384238864,0.007280959373,0.0004894762604,6.12E-05
32.7544,-117.2513,2018,28,0,28,0,0,1422,4,4,0.18,2,5692,0.004919184821,0,0.004919184821,0,0
32.7544,-117.0435,2019,134,36,95,0,8,71,3,3,7.22,1,216,0.6203703704,0.1666666667,0.4398148148,0.03703703704,0
32.7545,-117.2513,2019,70,23,36,0,7,71,4,4,2.83,1,288,0.2430555556,0.07986111111,0.125,0.02430555556,0
32.7545,-117.2431,2020,1293,1000,215,0,70,8051,5,5,24.95,1,40260,0.03211624441,0.02483854943,0.005340288127,0.00173869846,0
32.7546,-117.2509,2017,1262,379,840,8,34,4831,121,121,73.48,1,584672,0.002158475179,0.000648226698,0.001436702972,5.82E-05,1.37E-05
32.7547,-117.2426,2019,105,42,42,8,10,1,2,2,7.14,1,4,26.25,10.5,10.5,2.5,2
32.7548,-117.2471,2019,355,221,64,0,29,1,1,1,17.18,1,2,177.5,110.5,32,14.5,0
32.755,-117.2495,2019,117,70,11,0,9,281,1,1,7.06,1,282,0.414893617,0.2482269504,0.0390070922,0.03191489362,0
32.7551,-117.0407,2018,518,292,210,0,26,801,9,9,83.91,1,7218,0.07176503186,0.04045441951,0.02909393184,0.003602105846,0
32.7552,-117.1258,2016,68,10,58,0,3,961,1,1,0.52,1,962,0.07068607069,0.0103950104,0.06029106029,0.003118503119,0
32.7554,-117.2517,2016,20,12,7,0,1,151,1,1,0.19,1,152,0.1315789474,0.07894736842,0.04605263158,0.006578947368,0
32.7554,-117.2493,2019,165,54,106,0,3,531,1,1,15.26,1,532,0.3101503759,0.1015037594,0.1992481203,0.005639097744,0
32.7554,-117.1493,2020,50,19,31,0,0,1611,1,1,3.18,1,1612,0.03101736973,0.0117866005,0.01923076923,0,0
32.7554,-117.0413,2019,346,199,137,0,21,2381,2,2,7.72,1,4764,0.07262804366,0.04177162049,0.02875734677,0.004408060453,0
32.7555,-117.2452,2018,61,24,33,1,3,1761,1,1,0.97,1,1762,0.03461975028,0.01362088536,0.01872871737,0.00170261067,0.0005675368899
32.7555,-117.0826,2020,952,602,350,0,2,741,1,1,1.36,1,742,1.283018868,0.8113207547,0.4716981132,0.00269541779,0
32.7555,-117.0415,2016,1840,704,1115,1,63,1611,6,31,66.68,1,49972,0.03682061955,0.01408788922,0.022312495,0.001260705995,2.00E-05
32.7555,-117.041,2019,44,25,19,0,0,561,1,1,0.76,1,562,0.07829181495,0.04448398577,0.03380782918,0,0
32.7556,-117.131,2018,0,0,0,0,0,1,15,15,4.54,1,30,0,0,0,0,0
32.7556,-117.0413,2019,0,0,0,0,0,271,1,1,0,1,272,0,0,0,0,0
32.7558,-117.04,2017,301,163,131,0,13,801,4,10,27.22,1,8020,0.03753117207,0.02032418953,0.01633416459,0.001620947631,0
32.7559,-117.2508,2016,2,1,0,0,0,9511,1,1,0.73,1,9512,0.0002102607233,0.0001051303616,0,0,0
32.7559,-117.0549,2019,336,263,63,0,12,1,4,4,9.97,1,8,42,32.875,7.875,1.5,0
32.756,-117.2475,2019,33,12,4,0,0,21,1,1,1.75,1,22,1.5,0.5454545455,0.1818181818,0,0
32.756,-117.2474,2018,26,18,8,0,2,1162,4,4,0.74,2,4652,0.005588993981,0.003869303525,0.001719690456,0.0004299226139,0
32.7564,-117.2082,2018,118,88,27,1,4,91,1,1,22.68,1,92,1.282608696,0.9565217391,0.2934782609,0.04347826087,0.01086956522
32.757,-117.0432,2020,64,49,9,1,7,41,1,1,3.09,1,42,1.523809524,1.166666667,0.2142857143,0.1666666667,0.02380952381
32.7571,-117.043,2020,0,0,0,0,0,1,1,1,0.91,1,2,0,0,0,0,0
32.7572,-117.1163,2020,228,92,131,0,9,1501,3,5,13.61,1,7510,0.03035952064,0.01225033289,0.01744340879,0.00119840213,0
32.7575,-117.0429,2020,107,84,19,0,10,841,1,1,3.52,1,842,0.1270783848,0.09976247031,0.02256532067,0.01187648456,0
32.7583,-117.2405,2020,492,378,67,6,60,3221,2,2,74.84,1,6444,0.07635009311,0.05865921788,0.01039726878,0.009310986965,0.0009310986965
32.7586,-117.069,2020,176,154,21,0,0,2901,1,1,2.27,1,2902,0.06064782908,0.05306685045,0.007236388697,0,0
32.7589,-117.2515,2018,105,83,6,0,5,651,1,1,6.11,1,652,0.1610429448,0.1273006135,0.009202453988,0.007668711656,0
32.759,-117.1786,2017,127,58,55,2,1,9191,3,3,3.52,1,27576,0.004605454018,0.002103278213,0.001994487961,3.63E-05,7.25E-05
32.7591,-117.1242,2020,290,107,180,0,5,2591,1,1,12.25,1,2592,0.111882716,0.0412808642,0.06944444444,0.001929012346,0
32.7592,-117.2542,2018,0,0,0,0,0,342,6,6,0,2,2058,0,0,0,0,0
32.7592,-117.1351,2020,1299,166,1132,0,9,3641,3,3,13.61,1,10926,0.1188907194,0.01519311733,0.1036060772,0.000823723229,0
32.7593,-117.2535,2020,274,172,100,0,40,771,13,13,27.22,1,10036,0.02730171383,0.01713830211,0.009964129135,0.003985651654,0
32.7594,-117.2528,2019,188,118,10,4,7,891,1,1,10.1,1,892,0.2107623318,0.1322869955,0.01121076233,0.007847533632,0.004484304933
32.7594,-117.2527,2019,264,140,49,9,1,501,1,1,13.97,1,502,0.5258964143,0.2788844622,0.09760956175,0.001992031873,0.01792828685
32.7594,-117.2525,2019,161,120,8,0,8,1121,1,1,5.71,1,1122,0.1434937611,0.1069518717,0.007130124777,0.007130124777,0
32.7594,-117.2524,2018,17,13,1,0,0,161,1,1,0.6,1,162,0.1049382716,0.08024691358,0.006172839506,0,0
32.7595,-117.2532,2019,3,0,3,0,0,21,1,1,0.01,1,22,0.1363636364,0,0.1363636364,0,0
32.7595,-117.2522,2019,167,108,20,0,5,522,2,2,9.66,2,1046,0.1596558317,0.103250478,0.01912045889,0.004780114723,0
32.7595,-117.2521,2019,38,25,2,0,1,441,1,1,2.55,1,442,0.08597285068,0.05656108597,0.004524886878,0.002262443439,0
32.7595,-117.252,2019,146,65,43,1,6,411,1,1,5.8,1,412,0.354368932,0.1577669903,0.104368932,0.0145631068,0.002427184466
32.7595,-117.252,2020,60,24,15,1,0,111,1,1,7.47,1,112,0.5357142857,0.2142857143,0.1339285714,0,0.008928571429
32.7595,-117.2519,2019,264,158,59,1,14,123,3,3,15.89,3,372,0.7096774194,0.4247311828,0.1586021505,0.0376344086,0.002688172043
32.7595,-117.2518,2019,91,58,13,1,6,401,1,1,5.86,1,402,0.2263681592,0.144278607,0.03233830846,0.01492537313,0.002487562189
32.7596,-117.2525,2018,285,204,24,5,4,641,1,1,11.75,1,642,0.4439252336,0.3177570093,0.03738317757,0.006230529595,0.007788161994
32.7596,-117.2519,2019,111,66,18,0,2,312,2,2,6.89,2,626,0.1773162939,0.1054313099,0.02875399361,0.003194888179,0
32.7596,-117.2518,2019,98,68,3,0,10,81,1,1,5.12,1,82,1.195121951,0.8292682927,0.03658536585,0.1219512195,0
32.7596,-117.2516,2019,355,158,117,2,15,542,2,2,15.63,2,1086,0.3268876611,0.1454880295,0.1077348066,0.0138121547,0.001841620626
32.7596,-117.2515,2019,86,63,5,0,2,521,1,1,10.3,1,522,0.1647509579,0.1206896552,0.009578544061,0.003831417625,0
32.7596,-117.2514,2019,248,130,5,0,2,1,1,1,28.54,1,2,124,65,2.5,1,0
32.7596,-117.2513,2019,191,79,54,0,2,421,1,1,5.86,1,422,0.4526066351,0.1872037915,0.1279620853,0.004739336493,0
32.7596,-117.2512,2019,170,118,26,0,6,171,1,1,8.89,1,172,0.988372093,0.6860465116,0.1511627907,0.03488372093,0
32.7597,-117.254,2018,33,24,5,0,2,851,1,1,2.64,1,852,0.03873239437,0.02816901408,0.005868544601,0.00234741784,0
32.7597,-117.2528,2018,360,208,34,6,7,481,1,1,25.71,1,482,0.7468879668,0.4315352697,0.07053941909,0.01452282158,0.01244813278
32.7597,-117.2517,2019,78,46,12,0,3,131,1,1,4.01,1,132,0.5909090909,0.3484848485,0.09090909091,0.02272727273,0
32.7597,-117.2515,2019,21,16,0,0,0,141,1,1,1.71,1,142,0.1478873239,0.1126760563,0,0,0
32.7597,-117.2511,2017,1319,854,436,8,20,6441,68,68,50.8,1,438056,0.003011030553,0.001949522435,0.0009953065362,4.57E-05,1.83E-05
32.7597,-117.2511,2020,152,95,37,2,2,441,1,1,11.23,1,442,0.3438914027,0.2149321267,0.08371040724,0.004524886878,0.004524886878
32.7597,-117.2508,2018,89,61,5,1,0,371,1,1,8.06,1,372,0.2392473118,0.1639784946,0.01344086022,0,0.002688172043
32.7597,-117.2508,2019,207,138,19,0,3,81,1,1,9.09,1,82,2.524390244,1.682926829,0.2317073171,0.03658536585,0
32.7598,-117.253,2018,122,91,10,2,1,471,1,1,5.27,1,472,0.2584745763,0.1927966102,0.02118644068,0.002118644068,0.004237288136
32.7598,-117.2526,2019,120,91,9,0,3,941,1,1,5.82,1,942,0.127388535,0.0966029724,0.009554140127,0.003184713376,0
32.7598,-117.2519,2019,207,144,10,0,4,822,2,2,12.41,2,1646,0.1257594168,0.08748481166,0.006075334143,0.002430133657,0
32.7598,-117.2518,2018,110,83,9,0,2,841,1,1,6.52,1,842,0.1306413302,0.09857482185,0.0106888361,0.002375296912,0
32.7598,-117.2515,2019,110,57,9,1,0,441,1,1,7.07,1,442,0.2488687783,0.128959276,0.02036199095,0,0.002262443439
32.7598,-117.2514,2019,51,23,5,0,2,181,1,1,5.48,1,182,0.2802197802,0.1263736264,0.02747252747,0.01098901099,0
32.7598,-117.2513,2018,162,111,15,5,6,371,1,1,7.96,1,372,0.435483871,0.2983870968,0.04032258065,0.01612903226,0.01344086022
32.7598,-117.2513,2019,97,54,10,0,3,361,1,1,5.13,1,362,0.2679558011,0.1491712707,0.02762430939,0.008287292818,0
32.7598,-117.2512,2018,153,106,27,2,3,1562,2,2,8.38,2,3126,0.04894433781,0.03390914907,0.008637236084,0.0009596928983,0.0006397952655
32.7598,-117.2512,2019,85,53,3,0,2,281,1,1,6.34,1,282,0.3014184397,0.1879432624,0.01063829787,0.007092198582,0
32.7598,-117.2511,2019,198,94,78,0,3,391,1,1,5.61,1,392,0.5051020408,0.2397959184,0.1989795918,0.007653061224,0
32.7598,-117.251,2018,52,36,4,0,3,51,1,1,3.7,1,52,1,0.6923076923,0.07692307692,0.05769230769,0
32.7598,-117.251,2019,266,99,118,0,10,1461,1,1,6.37,1,1462,0.1819425445,0.06771545828,0.08071135431,0.00683994528,0
32.7598,-117.251,2020,60,36,6,2,3,181,1,1,3.19,1,182,0.3296703297,0.1978021978,0.03296703297,0.01648351648,0.01098901099
32.7598,-117.2504,2018,52,28,9,0,4,1211,1,1,3.27,1,1212,0.04290429043,0.02310231023,0.007425742574,0.003300330033,0
32.7599,-117.2528,2019,107,73,11,1,4,1152,2,2,6.82,2,2306,0.04640069384,0.03165654814,0.004770164788,0.001734605377,0.0004336513443
32.7599,-117.2527,2019,97,70,7,0,4,141,1,1,5.54,1,142,0.6830985915,0.4929577465,0.04929577465,0.02816901408,0
32.7599,-117.2524,2018,73,56,7,1,0,992,2,2,2.87,2,1986,0.03675730111,0.02819738167,0.003524672709,0,0.0005035246727
32.7599,-117.2523,2018,676,270,389,3,20,3232,79,94,49.59,2,303902,0.002224401287,0.0008884443011,0.001280017901,6.58E-05,9.87E-06
32.7599,-117.2522,2019,156,89,44,0,3,331,1,1,6.91,1,332,0.4698795181,0.2680722892,0.1325301205,0.009036144578,0
32.7599,-117.2517,2019,127,82,4,0,2,461,1,1,9.54,1,462,0.2748917749,0.1774891775,0.008658008658,0.004329004329,0
32.7599,-117.2515,2018,408,278,20,0,14,802,2,2,30.16,2,1606,0.2540473225,0.1731008717,0.01245330012,0.008717310087,0
32.7599,-117.2513,2018,466,386,14,2,15,903,3,3,29.29,3,2712,0.1718289086,0.1423303835,0.005162241888,0.005530973451,0.0007374631268
32.7599,-117.2513,2020,34,22,7,0,1,371,1,1,1.86,1,372,0.09139784946,0.05913978495,0.0188172043,0.002688172043,0
32.7599,-117.2512,2018,724,456,65,14,4,1204,4,4,54.61,4,4820,0.1502074689,0.09460580913,0.01348547718,0.0008298755187,0.002904564315
32.7599,-117.2512,2019,730,474,69,0,12,1275,5,5,34.79,5,6380,0.1144200627,0.07429467085,0.01081504702,0.001880877743,0
32.7599,-117.2511,2019,209,143,15,1,9,662,2,2,16.32,2,1326,0.1576168929,0.1078431373,0.01131221719,0.006787330317,0.000754147813
32.7599,-117.251,2019,73,48,8,0,4,582,2,2,4.83,2,1166,0.06260720412,0.04116638079,0.006861063465,0.003430531732,0
32.7599,-117.0808,2020,353,134,209,0,19,3221,1,2,1.36,1,6444,0.05477963998,0.02079453755,0.03243327126,0.002948479205,0
32.76,-117.2524,2019,281,194,7,1,6,692,2,2,17.03,2,1386,0.2027417027,0.13997114,0.005050505051,0.004329004329,0.0007215007215
32.76,-117.2523,2018,97,63,20,0,2,381,1,1,7.72,1,382,0.2539267016,0.164921466,0.05235602094,0.005235602094,0
32.76,-117.2523,2019,133,93,6,0,9,712,2,2,8.53,2,1426,0.09326788219,0.0652173913,0.004207573633,0.006311360449,0
32.76,-117.2522,2018,214,150,20,0,8,1042,2,2,10.62,2,2086,0.1025886865,0.07190795781,0.009587727709,0.003835091083,0
32.76,-117.2521,2019,146,111,10,3,4,1462,2,2,7.07,2,2926,0.04989747095,0.03793574846,0.003417634997,0.001367053999,0.001025290499
32.76,-117.252,2018,24,18,4,0,1,71,1,1,1.99,1,72,0.3333333333,0.25,0.05555555556,0.01388888889,0
32.76,-117.2513,2018,13,8,5,0,1,371,1,1,1.75,1,372,0.03494623656,0.02150537634,0.01344086022,0.002688172043,0
32.76,-117.2513,2019,107,72,10,2,2,371,1,1,7.25,1,372,0.2876344086,0.1935483871,0.02688172043,0.005376344086,0.005376344086
32.76,-117.2512,2018,227,135,20,5,6,963,3,3,18.93,3,2892,0.07849239281,0.04668049793,0.006915629322,0.002074688797,0.001728907331
32.76,-117.2512,2019,692,429,68,5,17,2816,6,6,42.96,6,16902,0.04094190037,0.02538161164,0.004023192522,0.00100579813,0.0002958229795
32.76,-117.2511,2018,474,341,38,5,23,1106,6,6,30.82,6,6642,0.07136404697,0.05133995784,0.005721168323,0.003462812406,0.0007527853056
32.76,-117.2511,2019,2798,1681,296,18,64,6944,24,24,188.26,24,166680,0.01678665707,0.01008519318,0.001775857931,0.0003839692825,0.0001079913607
32.76,-117.251,2018,609,332,145,6,10,732,2,2,33.88,2,1466,0.4154160982,0.2264665757,0.09890859482,0.006821282401,0.004092769441
32.76,-117.251,2019,367,261,32,2,13,783,3,3,15.85,3,2352,0.156037415,0.1109693878,0.01360544218,0.005527210884,0.0008503401361
32.7601,-117.252,2019,145,90,11,6,4,1351,1,1,11.39,1,1352,0.1072485207,0.06656804734,0.008136094675,0.002958579882,0.004437869822
32.7601,-117.2518,2019,261,64,180,1,0,2921,5,5,2.27,1,14610,0.01786447639,0.004380561259,0.01232032854,0,6.84E-05
32.7601,-117.2512,2019,172,105,27,0,4,162,2,2,6.39,2,326,0.527607362,0.3220858896,0.08282208589,0.01226993865,0
32.7601,-117.2511,2018,138,110,6,0,6,622,2,2,9.24,2,1246,0.1107544141,0.08828250401,0.00481540931,0.00481540931,0
