Latitude,Longitude,year,T.Plastic,T.Takeout,T.Smoke,T.Fishing,T.bags,T.Dist.M,T.Adults,T.People,T.Kg,N.cleanupAttempts,T.StdEffort,stdzdTotalPlastic,stdzdtakeout,stdzdsmoke,stdzdBags,stdzdFish
32.7786,-117.2496,2020,0,0,0,0,0,1611,2,4,6.8,1,6448,0,0,0,0,0
32.7786,-117.1619,2019,38,37,0,1,3,61,10,10,1.26,1,620,0.06129032258,0.05967741935,0,0.004838709677,0.001612903226
32.7787,-117.0566,2020,189,162,17,0,18,8051,2,5,16.15,1,40260,0.004694485842,0.004023845007,0.0004222553403,0.0004470938897,0
32.7788,-117.223,2019,71,48,11,4,16,2121,1,1,32.49,1,2122,0.03345900094,0.02262016965,0.005183788878,0.00754005655,0.001885014138
32.779,-117.2185,2019,119,79,22,0,2,261,2,2,4.29,1,524,0.2270992366,0.1507633588,0.04198473282,0.003816793893,0
32.779,-117.2111,2018,0,0,0,0,0,111,1,1,0.05,1,112,0,0,0,0,0
32.7791,-117.2188,2019,207,123,34,5,10,1941,23,23,11.43,1,44666,0.004634397528,0.002753772444,0.0007612053911,0.0002238839386,0.0001119419693
32.7791,-117.2184,2019,119,61,29,0,1,931,2,2,4.37,1,1864,0.06384120172,0.03272532189,0.01555793991,0.0005364806867,0
32.7792,-117.2804,2019,0,0,0,0,0,21,4,4,1,1,88,0,0,0,0,0
32.7792,-117.219,2019,494,385,38,4,38,2152,53,53,22.14,2,114109,0.004329194016,0.003373966996,0.0003330149243,0.0003330149243,3.51E-05
32.7793,-117.2111,2018,1,0,1,0,0,12,2,2,0,2,26,0.03846153846,0,0.03846153846,0,0
32.7793,-117.211,2018,20,9,8,1,1,164,87,87,0.62,4,14355,0.001393242773,0.0006269592476,0.000557297109,6.97E-05,6.97E-05
32.7794,-117.2111,2018,6,4,2,0,0,1,1,1,0.03,1,2,3,2,1,0,0
32.7795,-117.2109,2019,0,0,0,0,0,4891,4,4,0,1,19568,0,0,0,0,0
32.7797,-117.2482,2016,893,273,613,3,18,1611,22,22,56.7,1,35464,0.0251804647,0.007697947214,0.01728513422,0.0005075569592,8.46E-05
32.7798,-117.2363,2020,0,0,0,0,0,1,2,2,6.8,1,4,0,0,0,0,0
32.7799,-117.2354,2018,42,10,24,1,0,231,1,1,2.02,1,232,0.1810344828,0.04310344828,0.1034482759,0,0.004310344828
32.78,-117.197,2017,16,4,12,0,0,931,1,1,0.1,1,932,0.01716738197,0.004291845494,0.01287553648,0,0
32.7804,-117.0355,2019,113,63,50,0,0,321,1,1,0.82,1,322,0.350931677,0.1956521739,0.1552795031,0,0
32.7805,-117.2534,2020,8,5,2,0,0,211,1,1,0.22,1,212,0.03773584906,0.02358490566,0.009433962264,0,0
32.7805,-117.2426,2020,0,0,0,0,0,1,1,1,8.16,1,2,0,0,0,0,0
32.7806,-117.2365,2020,50,30,20,0,0,1211,1,3,1.36,1,3636,0.01375137514,0.008250825083,0.005500550055,0,0
32.7808,-117.0356,2019,83,40,42,0,0,211,1,1,0.65,1,212,0.391509434,0.1886792453,0.1981132075,0,0
32.7811,-117.163,2018,0,0,0,0,0,2,2,2,0,2,6,0,0,0,0,0
32.7815,-117.082,2020,15,7,5,0,0,1,2,2,2.02,1,4,3.75,1.75,1.25,0,0
32.7815,-117.0402,2019,96,61,31,0,0,1011,1,1,1.04,1,1012,0.09486166008,0.06027667984,0.03063241107,0,0
32.7817,-117.1669,2020,0,0,0,0,0,4991,1,1,181.44,1,4992,0,0,0,0,0
32.782,-117.0422,2017,585,311,253,11,5,8051,67,67,47.17,1,539484,0.001084369509,0.0005764767815,0.0004689666422,9.27E-06,2.04E-05
32.7821,-117.2514,2016,79,18,58,0,1,2151,1,1,2.1,1,2152,0.03671003717,0.008364312268,0.02695167286,0.0004646840149,0
32.7821,-117.1754,2020,70,58,8,0,13,641,3,3,2.72,1,1926,0.03634475597,0.03011422638,0.004153686397,0.006749740395,0
32.7823,-117.2511,2018,292,45,238,0,3,2951,3,3,5.14,1,8856,0.03297199639,0.005081300813,0.02687443541,0.0003387533875,0
32.7824,-117.2512,2017,608,132,435,1,7,2021,5,5,14.89,1,10110,0.06013847676,0.01305637982,0.04302670623,0.0006923837784,9.89E-05
32.7824,-117.2511,2016,423,115,285,1,0,2322,3,3,11.81,2,6969,0.06069737409,0.01650165017,0.04089539389,0,0.0001434926101
32.7825,-117.2512,2017,354,50,242,0,2,6442,8,8,6.26,2,51544,0.006867918671,0.0009700450101,0.004695017849,3.88E-05,0
32.7825,-117.2512,2018,259,105,150,0,6,1831,4,4,11.32,1,7328,0.03534388646,0.01432860262,0.02046943231,0.0008187772926,0
32.7825,-117.2511,2017,332,100,180,0,4,7564,10,10,8.24,4,75650,0.004388631857,0.001321877065,0.002379378718,5.29E-05,0
32.7826,-117.2535,2019,151,107,22,1,6,21,12,12,3.1,1,264,0.571969697,0.4053030303,0.08333333333,0.02272727273,0.003787878788
32.7826,-117.2519,2017,35,18,14,0,0,1821,4,4,1.28,1,7288,0.004802414929,0.002469813392,0.001920965971,0,0
32.7826,-117.2512,2016,466,99,313,0,0,1672,14,14,7.19,2,23422,0.01989582444,0.004226795321,0.0133635044,0,0
32.7826,-117.2512,2017,228,84,124,0,12,4232,6,6,5.72,2,25398,0.00897708481,0.003307347035,0.004882274195,0.0004724781479,0
32.7826,-117.2512,2018,166,41,117,0,0,1723,9,9,5.4,3,15516,0.01069863367,0.002642433617,0.007540603248,0,0
32.7826,-117.2511,2016,684,578,101,0,2,41,1,1,7.48,1,42,16.28571429,13.76190476,2.404761905,0.04761904762,0
32.7826,-117.2511,2017,0,0,0,0,0,11,1,1,0,1,12,0,0,0,0,0
32.7826,-117.251,2017,65,24,38,0,1,3231,5,5,5.65,1,16160,0.004022277228,0.001485148515,0.002351485149,6.19E-05,0
32.7827,-117.2515,2016,66,25,40,0,0,3021,6,6,3.54,1,18132,0.003639973527,0.001378777851,0.002206044562,0,0
32.7827,-117.2512,2017,187,61,125,0,2,1781,5,5,5.89,1,8910,0.02098765432,0.00684624018,0.0140291807,0.0002244668911,0
32.7832,-117.2495,2018,3932,1185,2674,14,98,6441,122,122,55.34,1,785924,0.005003028283,0.001507779378,0.003402364605,0.0001246939908,1.78E-05
32.7834,-117.2488,2017,1089,485,485,2,32,3221,150,150,464.48,1,483300,0.002253258845,0.001003517484,0.001003517484,6.62E-05,4.14E-06
32.7835,-117.0215,2020,5,3,0,0,0,801,1,3,1.81,1,2406,0.002078137988,0.001246882793,0,0,0
32.7836,-117.0857,2020,249,120,97,0,9,1091,1,1,10.79,1,1092,0.228021978,0.1098901099,0.08882783883,0.008241758242,0
32.7838,-117.1274,2017,0,0,0,0,0,21,1,1,0,1,22,0,0,0,0,0
32.7843,-117.034,2020,119,42,75,0,0,1611,2,2,2.49,1,3224,0.03691066998,0.01302729529,0.0232630273,0,0
32.7843,-116.9538,2020,444,141,253,0,0,4831,3,3,4.08,1,14496,0.03062913907,0.009726821192,0.01745309051,0,0
32.7844,-117.1984,2020,9,3,4,0,0,21,1,1,0.5,1,22,0.4090909091,0.1363636364,0.1818181818,0,0
32.7844,-117.1824,2020,112,75,33,0,5,4831,2,4,4.54,1,19328,0.005794701987,0.003880380795,0.00170736755,0.000258692053,0
32.7844,-116.9873,2019,49,37,10,0,2,811,2,2,2.27,1,1624,0.03017241379,0.02278325123,0.006157635468,0.001231527094,0
32.7845,-117.249,2019,405,93,300,0,3,1,8,8,6.6,1,16,25.3125,5.8125,18.75,0.1875,0
32.7845,-117.214,2018,310,209,85,5,42,8051,7,28,13.61,1,225456,0.001374991129,0.0009270101483,0.0003770136967,0.0001862891207,2.22E-05
32.7847,-117.2493,2016,3762,782,2930,16,65,3221,75,105,58.97,1,338310,0.01111997872,0.002311489462,0.008660695812,0.000192131477,4.73E-05
32.7851,-117.0404,2019,100,36,59,3,1,1551,1,1,1.16,1,1552,0.06443298969,0.02319587629,0.03801546392,0.0006443298969,0.001932989691
32.7854,-116.986,2019,55,39,4,0,0,1671,1,1,6.77,1,1672,0.03289473684,0.02332535885,0.002392344498,0,0
32.7857,-117.044,2016,90,40,50,0,0,401,4,10,2.72,1,4020,0.0223880597,0.009950248756,0.01243781095,0,0
32.786,-117.2084,2020,0,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0
32.7861,-117.2324,2017,61,42,16,0,3,11,1,1,1.36,1,12,5.083333333,3.5,1.333333333,0.25,0
32.7862,-117.2396,2020,132,49,81,0,2,321,1,1,0.5,1,322,0.4099378882,0.152173913,0.251552795,0.006211180124,0
32.7872,-117.2319,2019,14,14,0,0,0,42,6,6,0.28,2,258,0.05426356589,0.05426356589,0,0,0
32.7872,-117.202,2017,177,94,75,0,0,2,2,2,2.2,2,6,29.5,15.66666667,12.5,0,0
32.7872,-117.2019,2016,7,7,0,0,0,11,1,1,0.23,1,12,0.5833333333,0.5833333333,0,0,0
32.7872,-117.2019,2017,215,109,87,0,1,12,2,2,5.85,2,26,8.269230769,4.192307692,3.346153846,0.03846153846,0
32.7872,-117.2018,2017,146,73,61,0,0,11,1,1,4.21,1,12,12.16666667,6.083333333,5.083333333,0,0
32.7873,-117.202,2017,110,90,12,3,2,3,3,3,5.94,3,12,9.166666667,7.5,1,0.1666666667,0.25
32.7873,-117.2019,2017,56,52,0,1,0,11,1,1,1.69,1,12,4.666666667,4.333333333,0,0,0.08333333333
32.7873,-117.2018,2017,183,111,59,0,1,52,2,2,5.44,2,106,1.726415094,1.047169811,0.5566037736,0.009433962264,0
32.7873,-117.2018,2018,195,121,50,0,0,81,1,1,3.34,1,82,2.37804878,1.475609756,0.6097560976,0,0
32.7874,-117.2019,2017,102,64,25,2,4,2,2,2,4.53,2,6,17,10.66666667,4.166666667,0.6666666667,0.3333333333
32.7874,-117.2018,2017,220,119,95,0,3,12,2,2,4.99,2,26,8.461538462,4.576923077,3.653846154,0.1153846154,0
32.7875,-117.253,2018,214,59,150,0,0,1,2,2,1.46,1,4,53.5,14.75,37.5,0,0
32.7875,-117.2526,2020,113,21,81,0,2,401,1,1,0.45,1,402,0.2810945274,0.05223880597,0.2014925373,0.004975124378,0
32.7875,-117.2019,2017,130,91,30,0,0,21,1,1,2.09,1,22,5.909090909,4.136363636,1.363636364,0,0
32.7875,-117.2018,2017,86,83,0,0,0,21,3,3,0.93,1,66,1.303030303,1.257575758,0,0,0
32.7886,-117.233,2018,111,68,31,0,1,891,11,11,4.24,1,9812,0.01131267835,0.006930289442,0.003159396657,0.0001019160212,0
32.7886,-117.0681,2020,54,47,5,0,0,1821,6,12,0.54,1,21864,0.002469813392,0.002149652397,0.0002286864252,0,0
32.7892,-117.1833,2020,22,13,7,0,0,1161,1,1,1.13,1,1162,0.01893287435,0.01118760757,0.006024096386,0,0
32.7896,-117.2098,2018,22,13,5,0,1,31,1,1,0.69,1,32,0.6875,0.40625,0.15625,0.03125,0
32.79,-117.144,2020,145,97,46,0,6,3221,2,2,20.41,1,6444,0.02250155183,0.01505276226,0.00713842334,0.0009310986965,0
32.7902,-117.1678,2020,0,0,0,0,0,451,1,1,2.95,1,452,0,0,0,0,0
32.7903,-117.2552,2019,51,42,0,4,0,1,1,1,1.46,1,2,25.5,21,0,0,2
32.7906,-117.2427,2020,52,32,14,3,0,1611,1,1,2.04,1,1612,0.03225806452,0.01985111663,0.008684863524,0,0.001861042184
32.7909,-117.1671,2018,20,20,0,0,0,401,1,11,0.45,1,4422,0.004522840344,0.004522840344,0,0,0
32.791,-117.243,2017,198,43,147,1,8,1741,2,2,3.01,1,3484,0.05683122847,0.01234213548,0.04219288175,0.002296211251,0.0002870264064
32.791,-117.1696,2019,325,63,255,3,14,1821,2,2,5.5,1,3644,0.08918770582,0.01728869374,0.0699780461,0.003841931943,0.0008232711306
32.7912,-117.17,2019,504,66,403,0,6,2241,5,5,26.01,1,11210,0.04495985727,0.005887600357,0.0359500446,0.0005352363961,0
32.7913,-117.2444,2017,947,301,618,0,15,3221,35,35,45.36,1,112770,0.008397623481,0.002669149597,0.005480180899,0.0001330140995,0
32.7914,-117.2442,2017,92,26,58,2,2,2922,4,4,1.73,2,11692,0.007868628122,0.00222374273,0.004960656859,0.0001710571331,0.0001710571331
32.7914,-117.1696,2019,422,182,223,0,10,11,3,3,5.64,1,36,11.72222222,5.055555556,6.194444444,0.2777777778,0
32.7917,-117.1658,2020,198,143,39,0,33,9661,1,1,7.71,1,9662,0.02049265162,0.0148002484,0.004036431381,0.003415441937,0
32.7922,-117.2447,2017,55,23,21,0,0,821,4,4,0.57,1,3288,0.01672749392,0.00699513382,0.006386861314,0,0
32.7922,-117.2446,2017,198,85,100,0,6,1791,1,1,1.91,1,1792,0.1104910714,0.04743303571,0.05580357143,0.003348214286,0
32.7922,-117.2445,2017,86,40,41,0,4,1181,3,3,2.16,1,3546,0.02425267908,0.01128031585,0.01156232375,0.001128031585,0
32.7924,-117.2397,2016,0,0,0,0,0,1211,1,1,0.45,1,1212,0,0,0,0,0
32.7925,-117.1228,2020,599,252,322,0,20,2411,6,10,58.51,1,24120,0.02483416252,0.01044776119,0.01334991708,0.0008291873964,0
32.7926,-117.0498,2016,138,61,61,1,3,3281,2,2,3.04,1,6564,0.021023766,0.009293113955,0.009293113955,0.0004570383912,0.0001523461304
32.7929,-117.2564,2019,76,31,40,0,0,11,2,2,1.09,1,24,3.166666667,1.291666667,1.666666667,0,0
32.7932,-117.1038,2020,0,0,0,0,0,1931,1,1,0.45,1,1932,0,0,0,0,0
32.7941,-117.2503,2018,0,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0
32.7943,-117.1938,2018,6,2,0,0,0,1,1,1,0.47,1,2,3,1,0,0,0
32.7944,-117.2557,2020,290,127,123,3,19,7971,20,20,4.74,1,159440,0.001818866031,0.0007965378826,0.0007714500753,0.0001191670848,1.88E-05
32.7948,-117.2087,2018,115,57,30,8,5,2341,5,5,6.41,1,11710,0.009820666097,0.0048676345,0.002561912895,0.0004269854825,0.000683176772
32.7949,-117.1075,2020,263,85,171,0,6,801,2,2,7.71,1,1604,0.1639650873,0.0529925187,0.1066084788,0.003740648379,0
32.795,-116.971,2020,420,92,311,0,1,4831,3,5,18.14,1,24160,0.01738410596,0.00380794702,0.01287251656,4.14E-05,0
32.7954,-117.2571,2020,601,300,300,0,0,1611,5,5,3.63,1,8060,0.07456575682,0.03722084367,0.03722084367,0,0
32.7955,-117.2557,2020,48,44,2,0,4,401,1,1,5.9,1,402,0.1194029851,0.1094527363,0.004975124378,0.009950248756,0
32.7957,-117.2567,2019,298,66,225,0,4,41,5,5,3.55,1,210,1.419047619,0.3142857143,1.071428571,0.01904761905,0
32.7958,-117.2572,2020,0,0,0,0,0,1611,1,1,0.91,1,1612,0,0,0,0,0
32.7959,-117.2565,2019,276,60,212,0,3,91,9,9,8.62,1,828,0.3333333333,0.07246376812,0.2560386473,0.003623188406,0
32.796,-117.2563,2019,74,23,45,0,3,1771,6,6,4.7,1,10632,0.006960120391,0.002163280662,0.004232505643,0.0002821670429,0
32.796,-117.2397,2020,100,68,27,0,5,2091,2,3,2.72,1,6276,0.01593371574,0.0108349267,0.00430210325,0.0007966857871,0
32.7961,-117.2565,2019,104,20,79,0,1,1542,2,2,3.68,2,3086,0.03370058328,0.0064808814,0.02559948153,0.00032404407,0
32.7962,-117.2566,2018,136,55,75,0,2,891,8,8,20.41,1,7136,0.01905829596,0.007707399103,0.01051008969,0.0002802690583,0
32.7962,-117.2566,2019,88,16,67,0,1,841,1,1,2.7,1,842,0.1045130641,0.0190023753,0.07957244656,0.001187648456,0
32.7963,-117.2568,2020,484,80,400,2,4,1051,5,5,14.45,1,5260,0.09201520913,0.01520912548,0.07604562738,0.0007604562738,0.0003802281369
32.7965,-117.2567,2020,0,0,0,0,0,7611,8,8,11.34,1,60896,0,0,0,0,0
32.7966,-117.2574,2020,0,0,0,0,0,1061,8,8,6.75,1,8496,0,0,0,0,0
32.7966,-117.2569,2018,89,22,42,0,1,1631,5,5,1.81,1,8160,0.01090686275,0.002696078431,0.005147058824,0.0001225490196,0
32.7966,-117.2567,2019,189,50,135,0,0,1521,1,1,3.57,1,1522,0.1241787122,0.03285151117,0.08869908016,0,0
32.7966,-117.2566,2020,262,93,124,3,3,1431,2,2,6.17,1,2864,0.09148044693,0.03247206704,0.04329608939,0.001047486034,0.001047486034
32.7966,-117.0526,2019,28,25,1,0,1,411,2,2,0.45,1,824,0.03398058252,0.03033980583,0.001213592233,0.001213592233,0
32.7967,-117.2569,2020,278,177,56,8,15,11,1,1,14.01,1,12,23.16666667,14.75,4.666666667,1.25,0.6666666667
32.7967,-117.2567,2020,318,120,180,0,6,5313,18,18,6.03,3,95652,0.003324551499,0.001254547736,0.001881821603,6.27E-05,0
32.7967,-117.2494,2019,31,14,10,0,3,51,1,1,2.02,1,52,0.5961538462,0.2692307692,0.1923076923,0.05769230769,0
32.7967,-117.2492,2020,80,52,25,0,15,31,1,1,4.59,1,32,2.5,1.625,0.78125,0.46875,0
32.7968,-117.2571,2020,857,439,392,2,14,1611,13,14,9.53,1,22568,0.03797412265,0.01945232187,0.01736972705,0.0006203473945,8.86E-05
32.7968,-117.2568,2018,254,71,173,0,1,1751,5,5,8.7,1,8760,0.02899543379,0.008105022831,0.01974885845,0.0001141552511,0
32.7968,-117.2493,2020,15,11,1,1,1,61,1,1,1.69,1,62,0.2419354839,0.1774193548,0.01612903226,0.01612903226,0.01612903226
32.7969,-117.2534,2019,397,55,337,0,1,1871,1,1,1.61,1,1872,0.2120726496,0.02938034188,0.1800213675,0.0005341880342,0
32.797,-117.2579,2020,3,1,0,0,0,871,1,1,0.04,1,872,0.003440366972,0.001146788991,0,0,0
32.7971,-117.257,2016,55,14,40,0,1,1,2,2,2.22,1,4,13.75,3.5,10,0.25,0
32.7973,-117.0116,2020,17,12,2,0,0,6441,2,4,0.91,1,25768,0.0006597330022,0.0004656938839,7.76E-05,0,0
32.7974,-117.2573,2016,0,0,0,0,0,141,1,1,0.23,1,142,0,0,0,0,0
32.7974,-117.2283,2020,255,202,22,0,43,401,2,2,9.98,1,804,0.3171641791,0.2512437811,0.02736318408,0.05348258706,0
32.7976,-117.2136,2016,17,6,11,0,0,1601,1,1,1.31,1,1602,0.01061173533,0.003745318352,0.006866416979,0,0
32.7976,-117.2135,2016,231,57,133,0,0,1951,1,1,4.25,1,1952,0.1183401639,0.02920081967,0.0681352459,0,0
32.7976,-116.919,2020,357,246,86,0,5,4021,2,2,4.54,1,8044,0.04438090502,0.0305818001,0.01069119841,0.0006215813028,0
32.7977,-117.2136,2016,4406,2426,1854,4,424,3221,477,477,432.73,1,1536894,0.002866821004,0.001578508342,0.001206329129,0.0002758810952,2.60E-06
32.7978,-117.082,2019,175,151,10,2,10,1941,1,1,1.18,1,1942,0.09011328527,0.07775489186,0.005149330587,0.005149330587,0.001029866117
32.7979,-117.256,2020,25,21,3,0,1,3221,1,3,1.36,1,9666,0.002586385268,0.002172563625,0.0003103662322,0.0001034554107,0
32.7979,-117.2125,2020,65,12,50,0,0,6441,2,4,1.59,1,25768,0.002522508538,0.0004656938839,0.001940391183,0,0
32.7982,-117.2593,2020,331,117,202,0,2,3221,2,2,11.34,1,6444,0.05136561142,0.01815642458,0.03134698945,0.0003103662322,0
32.7983,-117.0899,2020,164,106,50,0,14,3221,1,2,2.27,1,6444,0.02545003104,0.0164494103,0.007759155804,0.002172563625,0
32.7986,-117.2578,2019,53,46,3,0,10,1,1,1,0.87,1,2,26.5,23,1.5,5,0
32.7988,-117.2581,2019,45,30,6,1,0,11,1,1,1.22,1,12,3.75,2.5,0.5,0,0.08333333333
32.7988,-117.258,2019,34,25,6,0,2,11,1,1,0.85,1,12,2.833333333,2.083333333,0.5,0.1666666667,0
32.7989,-117.2579,2020,213,122,83,0,3,5172,5,5,6,2,25865,0.008235066692,0.004716798763,0.00320896965,0.0001159868548,0
32.799,-117.1788,2020,0,0,0,0,0,1371,2,4,11.34,1,5488,0,0,0,0,0
32.7991,-117.2217,2019,18,17,1,0,0,11,1,1,0.74,1,12,1.5,1.416666667,0.08333333333,0,0
32.7991,-117.1587,2018,10,10,0,0,0,401,2,2,0.45,1,804,0.01243781095,0.01243781095,0,0,0
32.7992,-117.2555,2019,12,1,0,0,1,11,1,1,2.5,1,12,1,0.08333333333,0,0.08333333333,0
32.7993,-117.2556,2018,121,90,12,1,0,83,3,3,4.68,3,252,0.4801587302,0.3571428571,0.04761904762,0,0.003968253968
32.7993,-117.2556,2019,30,29,1,0,0,11,1,1,0.43,1,12,2.5,2.416666667,0.08333333333,0,0
32.7993,-117.2554,2018,17,4,7,0,0,41,1,1,1.27,1,42,0.4047619048,0.09523809524,0.1666666667,0,0
32.7994,-117.2557,2019,155,138,1,2,0,62,2,2,4.08,2,126,1.23015873,1.095238095,0.007936507937,0,0.01587301587
32.8003,-117.2229,2017,1411,837,551,7,80,4831,110,110,1088.62,1,531520,0.002654650813,0.001574729079,0.001036649609,0.0001505117399,1.32E-05
32.8004,-117.2586,2020,34,13,13,0,2,761,3,3,1.93,1,2286,0.01487314086,0.005686789151,0.005686789151,0.0008748906387,0
32.8006,-117.2591,2020,87,34,21,0,0,2921,1,1,4.45,1,2922,0.02977412731,0.01163586585,0.007186858316,0,0
32.8009,-117.2592,2020,116,75,14,2,4,2291,1,1,6.16,1,2292,0.05061082024,0.03272251309,0.006108202443,0.001745200698,0.000872600349
32.8012,-117.2223,2019,52,36,9,0,2,1071,7,7,1.81,1,7504,0.006929637527,0.004797441365,0.001199360341,0.0002665245203,0
32.8013,-117.2224,2019,365,137,204,2,5,2351,5,5,9.54,1,11760,0.03103741497,0.01164965986,0.01734693878,0.000425170068,0.0001700680272
32.8013,-117.2221,2016,3365,1952,1312,20,191,4831,100,140,2150.03,1,676480,0.004974278619,0.002885525071,0.001939451277,0.0002823438978,2.96E-05
32.8013,-117.2144,2017,110,51,53,1,1,1961,1,1,1.81,1,1962,0.05606523955,0.02599388379,0.02701325178,0.0005096839959,0.0005096839959
32.8014,-117.2224,2018,51,40,5,0,0,2101,1,1,2.22,1,2102,0.02426260704,0.01902949572,0.002378686965,0,0
32.8014,-117.2224,2019,156,93,45,0,19,2432,6,6,9.19,2,14598,0.0106863954,0.006370735717,0.003082614057,0.001301548157,0
32.8014,-117.2223,2019,45,31,13,0,0,1,7,7,1.67,1,14,3.214285714,2.214285714,0.9285714286,0,0
32.8015,-117.2225,2018,14,10,2,0,3,1421,3,3,1.33,1,4266,0.003281762775,0.002344116268,0.0004688232536,0.0007032348805,0
32.8015,-117.2225,2019,19,13,5,0,0,11,1,1,0.52,1,12,1.583333333,1.083333333,0.4166666667,0,0
32.8015,-117.2222,2018,0,0,0,0,0,301,1,1,0,1,302,0,0,0,0,0
32.8016,-117.2227,2019,81,49,31,0,14,1761,7,7,3.86,1,12334,0.006567212583,0.003972758229,0.002513377655,0.00113507378,0
32.8016,-117.2224,2018,165,129,9,6,12,4113,21,21,109.62,3,86394,0.001909854851,0.001493159247,0.000104173901,0.0001388985346,6.94E-05
32.8017,-117.2228,2018,2,0,2,0,0,2,2,2,0,2,6,0.3333333333,0,0.3333333333,0,0
32.8017,-117.2223,2018,104,69,15,0,13,2081,1,1,2.59,1,2082,0.04995196926,0.03314121037,0.007204610951,0.006243996158,0
32.8017,-117.2219,2017,391,71,314,0,5,581,4,4,2.27,1,2328,0.1679553265,0.03049828179,0.1348797251,0.002147766323,0
32.8018,-117.2595,2020,49,24,7,0,2,531,1,1,3.49,1,532,0.09210526316,0.04511278195,0.01315789474,0.003759398496,0
32.8018,-117.2221,2018,2,0,2,0,0,282,2,2,0,2,566,0.003533568905,0,0.003533568905,0,0
32.8018,-117.222,2018,0,0,0,0,0,141,2,2,0,1,284,0,0,0,0,0
32.8018,-117.222,2019,80,24,56,0,3,2701,2,2,4.04,1,5404,0.014803849,0.0044411547,0.0103626943,0.0005551443375,0
32.8019,-117.2228,2018,130,58,57,1,4,2531,3,3,4.67,1,7596,0.01711427067,0.007635597683,0.007503949447,0.0005265929437,0.0001316482359
32.8019,-117.2226,2018,67,45,17,0,1,3011,6,6,9.27,1,18072,0.003707392652,0.002490039841,0.0009406817176,5.53E-05,0
32.802,-117.2223,2018,89,41,40,0,4,2721,1,1,1.64,1,2722,0.03269654666,0.01506245408,0.01469507715,0.001469507715,0
32.802,-117.0141,2020,164,97,54,0,5,8051,3,5,2.04,1,40260,0.004073522106,0.002409339295,0.001341281669,0.0001241927471,0
32.8021,-117.2494,2017,16,12,0,0,1,991,1,1,0.39,1,992,0.01612903226,0.01209677419,0,0.001008064516,0
32.8021,-117.081,2016,329,190,136,0,0,1,10,10,4.7,1,20,16.45,9.5,6.8,0,0
32.8022,-117.2201,2020,168,133,29,0,10,1631,14,14,34.02,1,22848,0.007352941176,0.005821078431,0.001269257703,0.00043767507,0
32.8022,-117.1785,2020,124,43,80,0,0,3221,2,2,1.81,1,6444,0.01924270639,0.006672873991,0.01241464929,0,0
32.8024,-117.2599,2017,800,494,288,9,12,3221,55,55,63.5,1,177210,0.004514417922,0.002787653067,0.001625190452,6.77E-05,5.08E-05
32.8025,-117.2223,2019,112,69,25,0,16,1431,4,4,13.61,1,5728,0.01955307263,0.01204608939,0.00436452514,0.002793296089,0
32.8025,-117.1422,2020,117,85,28,0,5,4831,1,3,1.37,1,14496,0.008071192053,0.005863686534,0.001931567329,0.0003449227373,0
32.8026,-117.2221,2016,64,52,12,0,13,1,1,1,2.57,1,2,32,26,6,6.5,0
32.8027,-117.2412,2020,77,49,24,0,4,1611,1,1,2.27,1,1612,0.04776674938,0.03039702233,0.01488833747,0.002481389578,0
32.8028,-117.2224,2019,221,150,34,4,7,681,1,1,16.7,1,682,0.3240469208,0.219941349,0.04985337243,0.01026392962,0.005865102639
32.8032,-117.0101,2020,999,728,227,0,20,1501,15,30,8.89,1,45060,0.02217043941,0.01615623613,0.005037727474,0.0004438526409,0
32.8037,-117.2204,2018,301,83,194,5,2,3041,4,4,5.95,1,12168,0.02473701512,0.006821170283,0.01594345825,0.000164365549,0.0004109138725
32.8037,-117.1554,2018,328,294,18,0,34,42,2,2,9.64,2,86,3.813953488,3.418604651,0.2093023256,0.3953488372,0
32.8042,-117.2614,2016,1193,671,483,8,49,1611,116,116,13.61,1,186992,0.006379952084,0.003588388808,0.002582998203,0.000262043296,4.28E-05
32.8042,-117.2215,2019,293,157,117,1,6,2,2,2,4.12,2,6,48.83333333,26.16666667,19.5,1,0.1666666667
32.8042,-117.2215,2020,59,20,19,0,1,11,1,1,1.19,1,12,4.916666667,1.666666667,1.583333333,0.08333333333,0
32.8042,-117.2214,2019,88,35,49,1,0,1,1,1,1.51,1,2,44,17.5,24.5,0,0.5
32.8042,-117.2213,2019,96,31,59,1,2,21,1,1,2.31,1,22,4.363636364,1.409090909,2.681818182,0.09090909091,0.04545454545
32.8043,-117.2215,2019,1051,526,491,2,36,14,4,4,15.98,4,60,17.51666667,8.766666667,8.183333333,0.6,0.03333333333
32.8043,-117.2214,2019,977,644,257,8,28,102,12,12,25.45,12,1236,0.7904530744,0.5210355987,0.2079288026,0.02265372168,0.006472491909
32.8043,-117.2214,2020,586,382,171,3,10,12,12,12,16.25,12,156,3.756410256,2.448717949,1.096153846,0.0641025641,0.01923076923
32.8043,-117.2213,2020,377,216,136,3,8,36,6,6,8.51,6,222,1.698198198,0.972972973,0.6126126126,0.03603603604,0.01351351351
32.8043,-117.2212,2019,47,38,5,0,1,11,1,1,0.98,1,12,3.916666667,3.166666667,0.4166666667,0.08333333333,0
32.8044,-117.2215,2019,311,207,36,1,2,36,6,6,11.09,6,222,1.400900901,0.9324324324,0.1621621622,0.009009009009,0.004504504505
