latitude,longitude,year,N.cleanupAttempts,total_plastic,total_plasticbags,totalFishingLine,total_takeout,total_smoke
32.7549,-117.2488,2020,1,1,0,0,0,1
32.7549,-117.2485,2020,1,5,0,0,0,5
32.7549,-117.1966,2018,1,1,0,0,0,1
32.7549,-117.1965,2018,2,2,0,0,0,2
32.7549,-117.1964,2018,5,6,0,0,1,4
32.755,-117.2493,2020,1,1,0,0,1,0
32.755,-117.1968,2018,3,4,0,0,0,4
32.755,-117.1967,2018,5,6,0,0,0,6
32.7551,-117.2497,2020,1,1,0,0,0,1
32.7552,-117.2502,2020,1,10,0,0,10,0
32.7552,-117.2461,2020,1,36,0,0,31,5
32.7553,-117.2499,2020,1,10,0,0,0,10
32.7553,-117.2468,2020,1,1,0,0,1,0
32.7553,-117.2446,2020,1,41,0,0,25,16
32.7553,-117.1968,2018,3,5,0,0,0,5
32.7554,-117.2447,2020,1,24,0,0,0,0
32.7555,-117.2505,2020,1,5,0,0,0,5
32.7555,-117.2478,2020,1,40,6,0,27,0
32.7556,-117.2504,2020,2,4,3,0,0,0
32.7557,-117.245,2020,2,29,0,0,29,0
32.7558,-117.2504,2020,1,4,0,0,0,0
32.7558,-117.2451,2020,1,18,0,0,13,5
32.7558,-117.2446,2020,1,25,0,0,5,0
32.756,-117.25,2020,1,1,0,0,1,0
32.756,-117.2492,2020,1,87,0,0,0,87
32.756,-117.2452,2020,1,10,0,0,6,4
32.7561,-117.2517,2020,1,1,0,0,1,0
32.7561,-117.2464,2020,1,1,1,0,0,0
32.7562,-117.2496,2020,1,70,0,0,70,0
32.7562,-117.2458,2020,2,22,0,0,22,0
32.7562,-117.2455,2020,1,1,0,0,0,0
32.7563,-117.2501,2020,1,1,0,0,1,0
32.7564,-117.2518,2020,1,3,0,0,0,3
32.7564,-117.2458,2020,2,19,0,0,7,12
32.7566,-117.247,2020,1,10,0,0,10,0
32.7566,-117.2462,2020,1,3,0,0,1,2
32.7567,-117.2507,2020,1,13,0,0,13,0
32.7567,-117.2498,2020,1,3,0,0,0,0
32.7567,-117.2461,2020,1,1,0,0,0,1
32.7568,-117.2494,2020,1,7,0,0,0,7
32.7568,-117.2463,2020,1,46,0,0,40,6
32.7568,-117.2458,2020,1,54,0,0,54,0
32.7569,-117.2478,2020,1,1,0,0,1,0
32.757,-117.2519,2020,1,10,0,0,10,0
32.7571,-117.2511,2020,1,2,0,0,2,0
32.7571,-117.2504,2020,1,10,0,0,0,0
32.7571,-117.2489,2020,1,5,0,0,5,0
32.7571,-117.2458,2020,1,2,0,0,2,0
32.7572,-117.2508,2020,1,10,0,0,10,0
32.7572,-117.25,2020,1,2,0,0,0,1
32.7572,-117.2491,2020,1,1,0,0,1,0
32.7572,-117.2475,2020,1,3,0,0,1,0
32.7573,-117.2505,2020,1,12,2,0,10,0
32.7573,-117.2467,2020,1,12,0,0,12,0
32.7574,-117.2513,2020,1,77,0,0,15,53
32.7574,-117.2462,2020,1,1,0,0,0,1
32.7575,-117.2511,2020,1,6,0,0,0,2
32.7575,-117.249,2020,1,10,0,0,5,0
32.7576,-117.2461,2020,1,1,0,0,0,1
32.7577,-117.2513,2020,1,4,0,0,1,2
32.7577,-117.2462,2020,1,18,0,0,14,2
32.7578,-117.2493,2020,1,12,0,0,12,0
32.7579,-117.2467,2020,1,13,0,0,12,1
32.758,-117.2482,2020,1,30,0,0,0,0
32.7581,-117.2493,2020,1,3,0,0,1,0
32.7581,-117.246,2020,1,1,0,0,0,0
32.7581,-117.2417,2020,1,14,0,0,14,0
32.7582,-117.2458,2020,1,1,0,0,0,1
32.7583,-117.25,2020,1,2,0,0,0,2
32.7583,-117.2458,2020,1,2,0,0,2,0
32.7584,-117.2501,2020,1,1,0,0,1,0
32.7584,-117.2465,2020,1,1,0,0,1,0
32.7585,-117.2473,2020,1,5,0,0,5,0
32.7586,-117.2482,2020,1,6,0,0,6,0
32.7586,-117.2471,2020,1,13,0,0,3,4
32.7586,-117.2467,2020,1,1,0,0,0,0
32.7587,-117.2461,2020,1,1,0,0,0,0
32.7588,-117.2525,2020,1,2,0,0,0,0
32.7588,-117.2486,2020,1,5,0,0,0,0
32.7588,-117.2483,2020,1,3,0,0,0,2
32.759,-117.2528,2020,1,2,2,0,0,0
32.759,-117.2519,2020,1,2,0,0,2,0
32.759,-117.2508,2020,1,10,0,0,7,0
32.759,-117.2479,2020,1,5,0,0,2,0
32.759,-117.2475,2020,1,6,0,0,6,0
32.7591,-117.2481,2020,1,4,0,0,2,2
32.7591,-117.2462,2020,1,19,0,0,15,2
32.7592,-117.2519,2020,1,1,0,0,0,0
32.7592,-117.2516,2020,1,10,0,0,0,10
32.7592,-117.251,2020,1,8,0,0,8,0
32.7592,-117.2496,2020,1,20,0,0,0,0
32.7592,-117.2472,2020,1,1,0,0,1,0
32.7593,-117.2531,2020,1,5,0,0,0,5
32.7593,-117.2524,2020,1,11,1,0,10,0
32.7593,-117.2519,2020,1,74,4,0,40,23
32.7593,-117.2514,2020,1,10,0,0,10,0
32.7593,-117.2512,2020,1,21,10,0,8,2
32.7593,-117.2508,2020,1,2,0,0,2,0
32.7593,-117.2486,2020,1,3,0,0,1,0
32.7593,-117.2465,2020,1,6,0,0,6,0
32.7594,-117.253,2020,1,40,0,0,40,0
32.7594,-117.2529,2020,4,61,10,0,28,23
32.7594,-117.2528,2020,3,23,3,0,20,0
32.7594,-117.2527,2020,2,3,0,0,3,0
32.7594,-117.2526,2020,7,69,0,0,69,0
32.7594,-117.2525,2020,4,24,0,0,15,6
32.7594,-117.2524,2020,1,21,0,0,21,0
32.7594,-117.2523,2020,3,7,0,0,6,0
32.7594,-117.2522,2020,4,29,0,0,8,18
32.7594,-117.2521,2020,3,5,2,0,3,0
32.7594,-117.2511,2020,1,1,0,0,0,0
32.7594,-117.2464,2020,1,50,0,0,50,0
32.7595,-117.2539,2020,1,45,0,0,45,0
32.7595,-117.2537,2020,4,29,0,0,23,5
32.7595,-117.2535,2020,1,1,0,0,1,0
32.7595,-117.2534,2020,4,68,0,0,60,8
32.7595,-117.2533,2020,2,21,0,0,11,10
32.7595,-117.2532,2020,4,39,0,0,4,35
32.7595,-117.2531,2020,3,18,0,0,0,17
32.7595,-117.2529,2020,13,72,0,0,23,39
32.7595,-117.2528,2020,6,94,1,0,81,11
32.7595,-117.2527,2020,3,41,0,0,36,5
32.7595,-117.2526,2020,8,55,0,0,30,24
32.7595,-117.2525,2020,4,102,2,0,66,33
32.7595,-117.2524,2020,4,60,0,0,49,9
32.7595,-117.2523,2020,8,70,0,0,43,7
32.7595,-117.2522,2020,16,65,0,0,29,29
32.7595,-117.2521,2020,15,92,0,0,14,75
32.7595,-117.252,2020,8,202,0,0,117,82
32.7595,-117.2519,2019,3,3,0,0,0,3
32.7595,-117.2519,2020,8,94,4,0,31,42
32.7595,-117.2518,2019,4,15,0,0,6,9
32.7595,-117.2518,2020,7,22,2,0,20,0
32.7595,-117.2517,2019,1,2,0,0,0,0
32.7595,-117.2516,2019,4,4,0,0,0,0
32.7595,-117.2516,2020,1,49,3,0,30,8
32.7595,-117.2512,2020,1,8,0,0,3,5
32.7595,-117.2493,2020,1,23,0,0,0,23
32.7595,-117.2486,2020,1,10,0,0,8,2
32.7596,-117.2534,2020,1,1,0,0,1,0
32.7596,-117.2533,2020,1,1,0,0,1,0
32.7596,-117.253,2020,2,17,2,0,1,8
32.7596,-117.2529,2020,1,6,0,0,0,6
32.7596,-117.2528,2020,3,19,0,0,8,10
32.7596,-117.2527,2020,2,7,0,0,2,5
32.7596,-117.2526,2020,17,49,2,1,37,9
32.7596,-117.2523,2020,4,43,6,0,21,11
32.7596,-117.2522,2020,2,9,0,0,9,0
32.7596,-117.2521,2020,10,31,0,0,10,10
32.7596,-117.252,2020,5,35,1,0,15,19
32.7596,-117.2519,2019,4,11,0,0,0,11
32.7596,-117.2519,2020,5,68,0,0,34,34
32.7596,-117.2518,2019,12,27,0,0,0,13
32.7596,-117.2518,2020,8,56,3,0,41,12
32.7596,-117.2517,2019,11,33,0,0,18,8
32.7596,-117.2517,2020,19,154,7,0,87,53
32.7596,-117.2516,2019,6,8,4,0,0,0
32.7596,-117.2516,2020,17,164,5,0,51,99
32.7596,-117.2515,2019,1,1,1,0,0,0
32.7596,-117.2515,2020,14,127,13,0,59,43
32.7596,-117.2514,2020,30,119,1,0,69,38
32.7596,-117.2513,2020,3,51,0,0,26,22
32.7596,-117.2512,2020,14,26,0,0,18,1
32.7596,-117.251,2020,3,4,0,0,4,0
32.7596,-117.2509,2020,2,6,0,0,4,0
32.7596,-117.2508,2020,2,7,0,0,2,5
32.7596,-117.2506,2020,2,51,0,0,31,20
32.7596,-117.2502,2020,1,1,0,0,0,0
32.7596,-117.2472,2020,1,24,0,0,22,2
32.7597,-117.2539,2020,1,21,0,0,21,0
32.7597,-117.2534,2020,2,13,2,0,10,0
32.7597,-117.2533,2020,2,10,0,0,5,5
32.7597,-117.2532,2020,2,12,0,0,7,5
32.7597,-117.2526,2020,9,31,0,0,20,11
32.7597,-117.2525,2020,5,37,0,0,37,0
32.7597,-117.2524,2020,3,14,0,0,14,0
32.7597,-117.2521,2020,3,5,0,0,2,0
32.7597,-117.252,2020,1,2,0,0,0,2
32.7597,-117.2519,2020,7,130,1,0,96,27
32.7597,-117.2518,2020,5,35,2,0,30,0
32.7597,-117.2516,2020,3,33,4,0,11,18
32.7597,-117.2515,2020,1,1,0,0,1,0
32.7597,-117.2514,2020,2,4,0,0,2,2
32.7597,-117.2513,2019,2,2,0,0,2,0
32.7597,-117.2513,2020,5,19,0,0,15,4
32.7597,-117.2512,2020,1,1,0,0,1,0
32.7597,-117.2511,2020,4,21,0,0,6,12
32.7597,-117.251,2020,3,43,0,0,12,30
32.7597,-117.2509,2020,4,53,1,0,14,38
32.7597,-117.2508,2020,2,19,0,0,2,17
32.7597,-117.2507,2020,8,72,0,0,54,16
32.7597,-117.2505,2020,1,5,0,0,5,0
32.7597,-117.2504,2020,1,18,0,0,16,2
32.7597,-117.2501,2020,1,1,0,0,0,1
32.7597,-117.25,2020,2,5,0,0,5,0
32.7597,-117.2499,2020,1,1,0,0,1,0
32.7597,-117.2498,2020,1,2,0,0,1,1
32.7598,-117.2541,2020,1,1,0,0,0,0
32.7598,-117.254,2020,1,41,0,0,40,0
32.7598,-117.2539,2020,2,19,0,0,15,0
32.7598,-117.2538,2020,1,14,3,0,10,1
32.7598,-117.2537,2020,1,12,0,0,12,0
32.7598,-117.2536,2020,1,1,0,0,1,0
32.7598,-117.2533,2020,7,68,3,0,56,1
32.7598,-117.2532,2020,2,22,0,0,21,1
32.7598,-117.253,2020,1,5,0,0,0,0
32.7598,-117.2529,2020,3,10,0,0,2,7
32.7598,-117.2528,2020,2,13,0,0,10,0
32.7598,-117.2527,2020,1,1,0,0,1,0
32.7598,-117.2526,2020,1,1,0,0,1,0
32.7598,-117.2525,2020,8,19,0,0,7,10
32.7598,-117.2524,2020,10,13,0,0,9,4
32.7598,-117.2522,2020,1,20,0,0,20,0
32.7598,-117.2521,2020,1,21,0,0,1,0
32.7598,-117.252,2020,1,5,0,0,3,0
32.7598,-117.2519,2020,4,36,0,0,34,2
32.7598,-117.2517,2020,1,16,0,0,3,13
32.7598,-117.2516,2020,1,3,0,0,3,0
32.7598,-117.2513,2019,8,10,0,0,10,0
32.7598,-117.2513,2020,5,14,0,0,9,5
32.7598,-117.2512,2020,3,55,1,0,33,21
32.7598,-117.2511,2020,3,10,0,0,4,5
32.7598,-117.2509,2020,1,10,0,0,10,0
32.7598,-117.2508,2020,7,38,2,0,31,5
32.7598,-117.2507,2020,1,8,0,0,8,0
32.7598,-117.2506,2020,5,63,0,0,47,16
32.7598,-117.2505,2020,1,1,0,0,0,1
32.7598,-117.2504,2020,2,6,0,0,6,0
32.7598,-117.2503,2020,1,10,0,0,10,0
32.7598,-117.2502,2020,1,1,0,0,1,0
32.7598,-117.2501,2020,1,2,0,0,0,2
32.7598,-117.2498,2020,1,13,0,0,13,0
32.7598,-117.2491,2020,2,11,0,0,0,11
32.7598,-117.249,2020,2,7,0,0,3,4
32.7598,-117.2489,2020,3,3,0,0,1,2
32.7598,-117.2467,2020,1,3,0,0,1,0
32.7598,-117.2465,2020,1,5,0,0,5,0
32.7598,-117.2462,2020,1,10,0,0,5,2
32.7599,-117.2541,2020,1,12,0,0,0,0
32.7599,-117.2539,2020,5,65,1,0,52,0
32.7599,-117.2535,2020,1,1,0,0,1,0
32.7599,-117.2534,2020,1,1,0,0,1,0
32.7599,-117.2533,2020,1,1,0,0,1,0
32.7599,-117.253,2020,3,18,0,0,12,2
32.7599,-117.2529,2020,4,46,6,0,14,0
32.7599,-117.2528,2020,7,57,2,0,46,6
32.7599,-117.2527,2020,4,230,1,0,122,103
32.7599,-117.2523,2020,5,15,0,0,0,5
32.7599,-117.2522,2020,6,29,2,0,23,4
32.7599,-117.2521,2020,1,10,0,0,6,4
32.7599,-117.252,2020,2,21,0,0,21,0
32.7599,-117.2518,2020,2,13,3,0,3,6
32.7599,-117.2516,2020,2,4,2,0,0,0
32.7599,-117.2515,2020,2,27,2,0,24,1
32.7599,-117.2514,2020,2,11,0,0,10,0
32.7599,-117.2513,2019,2,2,0,0,2,0
32.7599,-117.2513,2020,9,107,1,0,53,25
32.7599,-117.2512,2019,4,4,0,0,4,0
32.7599,-117.2512,2020,10,113,1,0,36,73
32.7599,-117.2511,2020,6,9,0,0,7,1
32.7599,-117.251,2020,2,17,3,0,14,0
32.7599,-117.2509,2020,4,66,2,0,29,32
32.7599,-117.2508,2020,7,32,0,0,21,11
32.7599,-117.2507,2020,1,22,0,0,20,2
32.7599,-117.2504,2020,1,10,0,0,10,0
32.7599,-117.2503,2020,3,36,0,0,26,8
32.7599,-117.25,2020,1,4,0,0,0,4
32.7599,-117.2499,2020,1,1,0,0,1,0
32.7599,-117.2496,2020,1,1,0,0,0,0
32.7599,-117.2495,2020,1,1,1,0,0,0
32.7599,-117.2493,2020,1,32,2,0,17,10
32.7599,-117.2492,2020,1,2,0,0,0,2
32.7599,-117.2489,2020,1,1,0,0,0,1
32.7599,-117.2481,2020,2,2,0,0,0,2
32.7599,-117.248,2020,1,1,0,0,0,1
32.7599,-117.2478,2020,3,5,0,0,3,2
32.7599,-117.2477,2020,2,6,1,0,0,5
32.76,-117.2541,2020,1,3,0,0,3,0
32.76,-117.2536,2020,1,2,0,0,2,0
32.76,-117.2535,2020,1,5,0,0,0,5
32.76,-117.2529,2020,1,1,0,0,1,0
32.76,-117.2528,2020,1,29,0,0,28,0
32.76,-117.2527,2020,5,53,2,0,35,10
32.76,-117.2526,2020,1,4,0,0,4,0
32.76,-117.2525,2020,5,35,0,0,0,4
32.76,-117.2524,2020,3,9,0,0,6,2
32.76,-117.2523,2020,1,2,0,0,2,0
32.76,-117.2522,2020,8,46,5,0,33,6
32.76,-117.2521,2020,2,30,0,0,18,12
32.76,-117.252,2020,2,102,0,0,72,30
32.76,-117.2519,2020,4,4,0,0,2,2
32.76,-117.2518,2020,1,15,0,0,10,5
32.76,-117.2517,2020,1,2,0,0,0,0
32.76,-117.2515,2020,4,39,0,0,30,9
32.76,-117.2514,2020,2,4,0,0,0,0
32.76,-117.2512,2019,6,19,2,0,17,0
32.76,-117.2512,2020,8,31,3,0,24,1
32.76,-117.2511,2019,7,51,0,0,26,1
32.76,-117.2511,2020,30,261,7,0,190,47
32.76,-117.251,2019,1,2,0,0,0,0
32.76,-117.251,2020,15,131,2,0,47,75
32.76,-117.2509,2020,1,3,0,0,3,0
32.76,-117.2508,2020,1,5,0,0,5,0
32.76,-117.2507,2020,1,2,0,0,2,0
32.76,-117.2504,2020,1,1,0,0,1,0
32.76,-117.2503,2020,1,8,0,0,0,8
32.76,-117.2502,2020,1,8,0,0,7,1
32.76,-117.2501,2020,1,5,0,0,4,1
32.76,-117.2498,2020,2,7,0,0,3,4
32.76,-117.2497,2020,1,2,0,0,2,0
32.76,-117.2496,2020,1,4,0,0,3,1
32.76,-117.2495,2020,1,7,0,0,4,3
32.76,-117.2494,2020,1,9,0,0,2,7
32.76,-117.2493,2020,1,5,0,0,0,5
32.76,-117.2491,2020,1,5,0,0,0,5
32.76,-117.248,2020,1,12,0,0,7,0
32.76,-117.2471,2020,5,34,0,0,3,31
32.76,-117.247,2020,2,233,0,0,15,218
32.7601,-117.2539,2020,1,3,0,0,2,1
32.7601,-117.2536,2020,2,14,0,0,11,0
32.7601,-117.2535,2020,1,12,0,0,2,0
32.7601,-117.2533,2020,2,13,0,0,12,0
32.7601,-117.2529,2020,1,3,0,0,1,2
32.7601,-117.2526,2020,2,5,0,0,5,0
32.7601,-117.2525,2020,1,3,0,0,3,0
32.7601,-117.2523,2020,1,3,0,0,3,0
32.7601,-117.2522,2020,1,5,0,0,5,0
32.7601,-117.2521,2020,1,4,1,0,3,0
32.7601,-117.252,2020,1,1,0,0,0,1
32.7601,-117.2519,2020,3,3,0,0,3,0
32.7601,-117.2518,2020,2,4,0,0,4,0
32.7601,-117.2517,2020,1,10,0,0,10,0
32.7601,-117.2516,2020,3,21,2,0,13,0
32.7601,-117.2515,2020,3,95,0,0,64,5
32.7601,-117.2514,2020,3,4,0,0,1,2
32.7601,-117.2513,2020,2,14,0,0,14,0
32.7601,-117.2512,2020,6,76,7,0,36,33
32.7601,-117.2511,2020,12,73,0,0,55,11
32.7601,-117.251,2019,15,275,0,0,163,104
32.7601,-117.251,2020,22,221,1,0,144,75
32.7601,-117.2509,2020,3,34,0,0,20,6
32.7601,-117.2507,2020,2,3,0,0,2,1
32.7601,-117.2502,2020,1,1,1,0,0,0
32.7601,-117.2498,2020,2,4,0,0,2,2
32.7601,-117.2496,2020,1,3,0,0,3,0
32.7601,-117.2494,2020,3,9,2,0,6,1
32.7601,-117.2493,2020,1,2,0,0,0,2
32.7601,-117.2492,2020,17,321,6,0,175,125
32.7601,-117.2479,2020,1,1,0,0,0,1
32.7601,-117.2476,2020,1,3,0,0,3,0
32.7601,-117.2474,2020,1,23,0,0,16,7
32.7602,-117.254,2020,2,15,0,0,13,2
32.7602,-117.2537,2020,1,2,0,0,2,0
32.7602,-117.2535,2020,1,12,0,0,1,11
32.7602,-117.2533,2020,2,8,0,0,3,5
32.7602,-117.2529,2020,1,8,0,0,0,6
32.7602,-117.2527,2020,1,11,0,0,11,0
32.7602,-117.2526,2020,1,6,0,0,6,0
32.7602,-117.2524,2020,4,33,0,0,13,20
32.7602,-117.2522,2020,1,18,1,0,12,5
32.7602,-117.2521,2020,1,1,0,0,1,0
32.7602,-117.252,2020,2,23,0,0,0,0
32.7602,-117.2519,2020,4,24,3,0,21,0
32.7602,-117.2517,2020,6,17,0,0,9,6
32.7602,-117.2516,2020,5,14,2,0,3,7
32.7602,-117.2515,2020,9,128,3,0,83,21
32.7602,-117.2514,2020,6,58,1,0,48,6
32.7602,-117.2513,2020,9,91,2,0,81,4
32.7602,-117.2512,2020,3,22,1,0,18,3
32.7602,-117.2511,2020,8,67,0,0,27,36
32.7602,-117.251,2019,5,7,0,0,3,4
32.7602,-117.251,2020,9,67,5,0,21,40
32.7602,-117.2509,2019,14,90,0,0,63,27
32.7602,-117.2509,2020,3,50,0,0,36,14
32.7602,-117.2508,2020,3,11,0,0,8,3
32.7602,-117.2507,2020,1,11,0,0,1,10
32.7602,-117.2506,2020,1,3,0,0,2,1
32.7602,-117.2505,2020,2,3,0,0,1,2
32.7602,-117.25,2020,1,1,0,0,1,0
32.7602,-117.2498,2020,1,6,0,0,0,0
32.7602,-117.2496,2020,2,16,0,0,0,15
32.7602,-117.2495,2020,1,11,0,0,11,0
32.7602,-117.2494,2020,4,11,0,0,4,7
32.7602,-117.249,2020,1,16,0,0,0,0
32.7602,-117.2485,2020,1,23,0,0,0,23
32.7602,-117.2484,2020,1,1,0,0,1,0
32.7602,-117.248,2020,5,25,0,0,20,5
32.7602,-117.2468,2020,1,1,0,0,0,0
32.7602,-117.2467,2020,7,52,0,0,6,46
32.7602,-117.2466,2020,1,1,0,0,0,1
32.7602,-117.2464,2020,1,100,0,0,0,100
32.7602,-117.2463,2020,2,1256,0,0,256,1000
32.7602,-117.2462,2020,10,74,1,0,28,45
32.7602,-117.2458,2020,1,2,2,0,0,0
32.7602,-117.2411,2020,1,2,0,0,0,0
32.7603,-117.2539,2020,1,6,0,0,0,0
32.7603,-117.2538,2020,3,49,0,0,44,5
32.7603,-117.2526,2020,1,6,0,0,0,6
32.7603,-117.2525,2020,1,10,0,0,7,3
32.7603,-117.2524,2020,1,4,0,0,4,0
32.7603,-117.2522,2020,1,16,0,0,11,5
32.7603,-117.2519,2020,1,1,0,0,1,0
32.7603,-117.2518,2020,2,76,11,0,55,8
32.7603,-117.2517,2020,1,10,0,0,10,0
32.7603,-117.2516,2020,4,28,0,1,7,20
32.7603,-117.2515,2020,12,81,2,0,41,37
32.7603,-117.2514,2020,4,24,0,0,13,10
32.7603,-117.2513,2020,17,94,2,0,55,19
32.7603,-117.2512,2020,14,159,13,0,100,20
32.7603,-117.2511,2020,8,16,0,0,11,2
32.7603,-117.251,2020,9,89,1,0,35,35
32.7603,-117.2509,2019,13,15,0,0,15,0
32.7603,-117.2509,2020,8,201,0,0,125,73
32.7603,-117.2508,2020,2,4,0,0,1,1
32.7603,-117.2507,2020,1,2,0,0,0,2
32.7603,-117.2506,2020,1,2,0,0,1,1
32.7603,-117.2504,2020,1,1,0,0,1,0
32.7603,-117.2501,2020,2,6,0,0,5,1
32.7603,-117.2499,2020,1,10,0,0,0,10
32.7603,-117.2497,2020,1,1,0,0,0,0
32.7603,-117.2496,2020,4,5,0,0,2,1
32.7603,-117.2495,2020,3,10,1,0,4,5
32.7603,-117.2494,2020,2,2,0,0,0,2
32.7603,-117.2493,2020,1,1,0,0,0,1
32.7603,-117.2481,2020,1,5,0,0,0,0
32.7603,-117.2479,2020,2,6,0,0,4,2
32.7603,-117.2477,2020,1,3,0,0,0,3
32.7603,-117.246,2020,1,296,0,0,96,200
32.7603,-117.2451,2020,1,5,4,0,1,0
32.7604,-117.2542,2020,1,16,0,0,15,0
32.7604,-117.2526,2020,2,24,2,0,20,2
32.7604,-117.2525,2020,1,25,0,0,25,0
32.7604,-117.2524,2020,2,12,0,0,4,0
32.7604,-117.2523,2020,2,42,0,0,42,0
32.7604,-117.2522,2020,2,10,0,0,5,2
32.7604,-117.2521,2020,4,12,0,0,11,1
32.7604,-117.252,2020,2,26,0,0,22,0
32.7604,-117.2519,2020,4,15,0,0,9,4
32.7604,-117.2518,2020,1,4,0,0,0,3
32.7604,-117.2517,2020,3,9,0,0,4,5
32.7604,-117.2516,2020,5,50,1,0,24,24
32.7604,-117.2515,2020,9,58,1,0,39,10
32.7604,-117.2514,2020,10,75,1,0,23,17
32.7604,-117.2513,2020,14,86,2,0,47,3
32.7604,-117.2512,2020,10,118,0,0,59,28
32.7604,-117.2511,2020,3,17,0,0,8,5
32.7604,-117.251,2020,8,78,0,0,72,3
32.7604,-117.2509,2019,17,132,4,0,104,23
32.7604,-117.2509,2020,2,11,0,0,9,2
32.7604,-117.2506,2020,1,2,0,0,2,0
32.7604,-117.2499,2020,2,2,0,0,1,1
32.7604,-117.2498,2020,1,5,0,0,2,1
32.7604,-117.2497,2020,5,16,0,0,9,7
32.7604,-117.2496,2020,3,17,0,0,12,5
32.7604,-117.2479,2020,2,15,0,0,0,15
32.7604,-117.2478,2020,1,1,0,0,0,1
32.7604,-117.2477,2020,2,2,0,0,1,1
32.7605,-117.2538,2020,3,18,0,0,10,4
32.7605,-117.2526,2020,2,5,0,0,2,3
32.7605,-117.2525,2020,1,3,3,0,0,0
32.7605,-117.2524,2020,1,10,0,0,3,3
32.7605,-117.2523,2020,18,105,4,0,89,12
32.7605,-117.2522,2020,1,31,0,0,31,0
32.7605,-117.252,2020,2,5,0,0,5,0
32.7605,-117.2519,2020,4,84,0,0,40,40
32.7605,-117.2518,2020,8,31,1,0,14,10
32.7605,-117.2517,2020,9,65,5,0,34,18
32.7605,-117.2516,2020,1,1,0,0,1,0
32.7605,-117.2515,2020,7,72,7,0,34,9
32.7605,-117.2514,2020,5,19,0,0,5,10
32.7605,-117.2513,2020,5,43,0,0,42,1
32.7605,-117.2512,2020,2,9,2,0,7,0
32.7605,-117.2511,2020,1,6,0,0,6,0
32.7605,-117.251,2019,14,21,0,0,21,0
32.7605,-117.251,2020,4,16,0,0,11,5
32.7605,-117.2509,2019,4,6,0,0,5,0
32.7605,-117.2509,2020,2,2,0,0,1,1
32.7605,-117.2508,2020,1,7,0,0,7,0
32.7605,-117.2507,2020,1,1,0,0,0,1
32.7605,-117.2504,2020,1,9,0,0,0,9
32.7605,-117.2503,2020,1,1,0,0,0,0
32.7605,-117.25,2020,1,1,0,0,0,1
32.7605,-117.2499,2020,1,2,0,0,2,0
32.7605,-117.2498,2020,1,10,0,0,10,0
32.7605,-117.2497,2020,3,10,0,0,7,3
32.7605,-117.2483,2020,2,2,0,0,0,2
32.7605,-117.248,2020,1,2,0,0,0,0
32.7605,-117.2458,2020,1,25,0,0,0,25
32.7606,-117.2523,2020,2,26,2,0,12,10
32.7606,-117.2522,2020,1,1,0,0,1,0
32.7606,-117.252,2020,5,42,1,0,25,13
32.7606,-117.2519,2020,1,4,0,0,3,0
32.7606,-117.2518,2020,5,25,0,0,23,0
32.7606,-117.2517,2020,12,104,1,0,84,9
32.7606,-117.2516,2020,11,93,0,0,61,17
32.7606,-117.2515,2020,9,101,0,0,77,14
32.7606,-117.2514,2020,4,27,1,0,14,8
32.7606,-117.2513,2020,3,40,0,0,15,25
32.7606,-117.2512,2020,6,82,6,0,70,6
32.7606,-117.2511,2019,15,19,0,0,19,0
32.7606,-117.2511,2020,29,102,3,1,67,22
32.7606,-117.251,2019,9,31,0,0,31,0
32.7606,-117.251,2020,9,161,0,0,134,0
32.7606,-117.2509,2020,4,12,2,0,8,2
32.7606,-117.2505,2020,4,13,0,0,3,10
32.7606,-117.2499,2020,2,5,0,0,1,2
32.7606,-117.2498,2020,3,10,0,0,0,0
32.7606,-117.2484,2020,1,1,0,0,0,1
32.7606,-117.2473,2020,1,1,0,0,1,0
32.7606,-117.2472,2020,3,3,0,0,3,0
32.7607,-117.2538,2020,1,2,2,0,0,0
32.7607,-117.2523,2020,2,15,0,0,13,0
32.7607,-117.2522,2020,1,2,0,0,0,2
32.7607,-117.2521,2020,2,101,0,0,101,0
32.7607,-117.2519,2020,1,8,0,0,0,0
32.7607,-117.2518,2020,8,86,2,0,72,5
32.7607,-117.2517,2020,3,8,0,0,5,3
32.7607,-117.2516,2020,6,59,0,0,37,7
32.7607,-117.2515,2020,4,13,0,0,6,3
32.7607,-117.2514,2020,5,13,0,0,13,0
32.7607,-117.2513,2019,1,2,0,0,2,0
32.7607,-117.2513,2020,1,4,0,0,4,0
32.7607,-117.2512,2019,11,88,0,0,63,25
32.7607,-117.2512,2020,2,7,0,0,5,2
32.7607,-117.2511,2019,8,9,0,0,9,0
32.7607,-117.2511,2020,2,13,0,0,10,3
32.7607,-117.25,2020,1,11,0,0,10,0
32.7607,-117.2499,2020,4,23,0,0,6,16
32.7607,-117.2487,2020,1,10,0,0,0,10
32.7607,-117.2479,2020,3,12,0,0,2,10
32.7607,-117.2456,2020,1,1,0,0,0,1
32.7607,-117.2453,2020,1,10,0,0,10,0
32.7608,-117.2538,2020,1,26,1,0,25,0
32.7608,-117.2528,2020,1,30,0,0,30,0
32.7608,-117.2523,2020,1,3,0,0,3,0
32.7608,-117.2522,2020,1,2,2,0,0,0
32.7608,-117.2521,2020,2,12,0,0,12,0
32.7608,-117.252,2020,1,3,1,0,1,0
32.7608,-117.2519,2020,5,46,0,0,25,6
32.7608,-117.2518,2020,5,45,0,0,25,20
